"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Metabolism of amino acids and derivatives","1.271e-04","195","Adi1, Aldh18a1, Aldh7a1, Asns, Ckmt1, Ethe1, Gls, Glud1, Glul, Got1, Got2, Gpt2, Hibadh, Ido1, Mpst, Mtap, Oaz1, Odc1, Ogdh, Paox, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Sephs2, Serinc1, Serinc2, Slc3a2, Slc6a8, Slc7a5, Sms, Sqor, Suox"
"Intracellular signaling by second messengers","1.277e-04","227","Akt1, Akt1s1, Akt3, Areg, Bmi1, Btc, Calm1, Calm2, Calm3, Cbx4, Cdkn1a, Cdkn1b, Chd4, Creb1, Csnk2b, Egfr, Erbb3, Ereg, Esr1, Fgfr1, Flt3l, Foxo3, Foxo4, Frs2, Gab1, Gatad2a, Grb2, Grk2, Hbegf, Hdac2, Ier3, Il33, Irak1, Irs1, Irs2, Lamtor2, Lamtor3, Mapk3, Mbd3, Mtor, Nr4a1, Nrg1, Pdgfra, Pdpk1, Phc2, Phc3, Phlpp2, Pik3ca, Pik3cb, Pip4k2b, Pip4k2c, Pip5k1a, Pip5k1b, Pml, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Prkaca, Prkacb, Prkar1a, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ptpn11, Rac1, Rbbp4, Rbbp7, Rheb, Rhog, Rragc, Src, Tgfa, Tnks, Tnks2, Trib3, Ubc, Usp7"
"Regulation of PTEN stability and activity","1.309e-04","61","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Tnks, Ubc"
"Clathrin-mediated endocytosis","1.793e-04","119","Aak1, Actg1, Actr2, Adrb2, Ap2m1, Ap2s1, Apob, Areg, Arf6, Arpc1a, Arpc2, Arpc3, Btc, Cbl, Cltb, Cltc, Cops2, Cops6, Cops7a, Cops8, Egfr, Epn1, Ereg, Fcho1, Fzd4, Gak, Grb2, Grk2, Hbegf, Hgs, Hspa8, Ldlr, M6pr, Necap2, Nedd8, Pacsin3, Rab5a, Rab5b, Rab5c, Scarb2, Tgfa, Tgoln1, Trf, Ubc, Ubqln1, Ubqln2, Vamp8"
"Transcriptional regulation by RUNX2","1.827e-04","57","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"Class A/1 (Rhodopsin-like receptors)","1.862e-04","148","Ackr4, Adrb1, Adrb3, Bdkrb1, C3ar1, C5ar2, Cck, Cckar, Ccl12, Ccl28, Ccl3, Ccl4, Ccl5, Ccl6, Ccl7, Ccr3, Chrm2, Chrm3, Cmklr1, Cnr1, Cort, Cxcl1, Cxcl10, Cxcl2, Cxcl5, Cxcr2, Cxcr3, Ece1, Edn1, Edn3, Ednra, Ffar2, Ffar3, Galr3, Gnrh1, Gper1, Gphb5, Gpr132, Gpr18, Gpr183, Gpr4, Gpr65, Gpr68, Hcar1, Hcar2, Hcrtr1, Htr1d, Htr6, Htr7, Kiss1r, Lpar6, Nln, Nmb, Nms, Nmu, Nmur1, Nps, Npy1r, Npy4r, Opn1sw, Oprd1, Oxt, P2ry1, Plppr3, Pomc, Prok1, Ptafr, Ptger1, Ptgir, Rln3, Rrh, Rxfp4, S1pr1, S1pr2, S1pr4, S1pr5, Sstr3, Taar1, Tacr1, Xcl1"
"Extracellular matrix organization","1.924e-04","182","Acan, Adam10, Bmp2, Capn1, Cast, Cd44, Cd47, Ceacam1, Col17a1, Col18a1, Col1a1, Col1a2, Col27a1, Col3a1, Col4a2, Col4a6, Col5a1, Col6a1, Col6a2, Col7a1, Crtap, Ctsb, Ctsd, Ctsl, Ctss, Dcn, Ddr1, F11r, Fbln2, Furin, Htra1, Itga1, Itga6, Itgb1, Itgb4, Itgb5, Itgb6, Jam2, Loxl4, Ltbp1, Mmp13, Mmp14, Mmp15, Mmp2, Nid1, P4hb, Pcolce, Plod3, Ppib, Sdc1, Sdc4, Serpinh1, Sparc, Spp1, Timp1"
"Assembly of collagen fibrils and other multimeric structures","1.924e-04","36","Col18a1, Col1a1, Col1a2, Col27a1, Col3a1, Col4a2, Col4a6, Col5a1, Col6a1, Col6a2, Col7a1, Ctsb, Ctsl, Ctss, Loxl4, Mmp13, Pcolce"
"L1CAM interactions","2.205e-04","56","Actg1, Ap2a1, Ap2a2, Ap2m1, Ap2s1, Cltc, Csnk2b, Dpysl2, Egfr, Ezr, Fgfr1, Itga5, Itgb1, Kif4, Map2k1, Map2k2, Mapk3, Msn, Rac1, Sdcbp, Sptbn1, Sptbn2, Src, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Vav2"
"Hedgehog 'on' state","2.353e-04","72","Grk2, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ptch1, Shh, Smo, Smurf1, Ubc"
"Recycling pathway of L1","2.380e-04","31","Actg1, Ap2a1, Ap2m1, Ap2s1, Cltc, Dpysl2, Ezr, Msn, Src, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6"
"Signaling by EGFR","2.380e-04","42","Aamp, Areg, Arhgef7, Btc, Cbl, Csk, Egfr, Epn1, Ereg, Grb2, Hbegf, Hgs, Hras, Kras, Pag1, Pik3ca, Ptpn11, Ptpn12, Shc1, Sos1, Spry2, Src, Tgfa, Ubc"
"Transcriptional Regulation by TP53","2.380e-04","271","Akt1, Akt3, Aurkb, Bax, Ccna2, Ccng1, Cdk2, Cdk7, Cdk9, Cdkn1b, Chd4, Chek1, Cnot6, Cnot9, Cox14, Cox4i1, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7b, Cox7c, Cox8a, Ddit4, Dyrk2, Ehmt2, Ell, Eloa, Elob, G6pdx, Gatad2a, Gls, Gpi1, Gpx2, Gsr, Gtf2f1, Hdac2, Hipk1, Ing2, Lamtor2, Lamtor3, Mtor, Nelfa, Nelfe, Npm1, Pdpk1, Pip4k2c, Pip4p1, Pml, Polr2e, Polr2g, Polr2h, Polr2i, Ppp1r13l, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Prdx1, Prdx2, Prdx5, Prkaa1, Rabggtb, Rad1, Rad9a, Rbbp4, Rbbp7, Rheb, Rmi1, Rmi2, Rragc, Sfn, Sgk1, Ssrp1, Stk11, Supt16, Supt5, Surf1, Taf1, Taf10, Taf11, Taf7, Tnks1bp1, Topbp1, Triap1, Trp53, Txn1, Ubc, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz"
"ER-Phagosome pathway","2.383e-04","21","B2m, Calr, H2-K1, H2-Q6, H2-Q7, Tap1, Tap2, Tapbp"
"PIP3 activates AKT signaling","2.383e-04","203","Akt1, Akt1s1, Akt3, Areg, Bmi1, Btc, Cbx4, Cdkn1a, Cdkn1b, Chd4, Creb1, Csnk2b, Egfr, Erbb3, Ereg, Esr1, Fgfr1, Flt3l, Foxo3, Foxo4, Frs2, Gab1, Gatad2a, Grb2, Hbegf, Hdac2, Ier3, Il33, Irak1, Irs1, Irs2, Lamtor2, Lamtor3, Mapk3, Mbd3, Mtor, Nr4a1, Nrg1, Pdgfra, Pdpk1, Phc2, Phc3, Phlpp2, Pik3ca, Pik3cb, Pip4k2b, Pip4k2c, Pip5k1a, Pip5k1b, Pml, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ptpn11, Rac1, Rbbp4, Rbbp7, Rheb, Rhog, Rragc, Src, Tgfa, Tnks, Tnks2, Trib3, Ubc, Usp7"
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC","2.576e-04","28","B2m, Calr, H2-K1, H2-Q6, H2-Q7, H2-T23, Hspa5, Sec23a, Sec24b, Tap1, Tap2, Tapbp"
"Negative regulation of MAPK pathway","2.651e-04","38","Dusp10, Dusp5, Dusp6, Dusp7, Dusp9, Hras, Kras, Map2k1, Map2k2, Mapk3, Pebp1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Ubc, Ywhab"
"Mitotic G1 phase and G1/S transition","2.859e-04","122","Abl1, Akt1, Akt3, Ccna2, Ccnd3, Cdk2, Cdk7, Cdkn1b, Cks1b, Lin54, Mcm6, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r2a, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rbbp4, Src, Ubc, Wee1"
"Golgi-to-ER retrograde transport","2.861e-04","114","Actr10, Arcn1, Arf1, Arf5, Arfgap2, Arfgap3, Capzb, Copa, Cope, Copz1, Dctn3, Dctn6, Dync1li2, Dynll2, Galnt2, Kdelr1, Kdelr2, Kif13b, Kif18b, Kif1c, Kif20a, Kif21a, Kif22, Kif2c, Klc3, Pafah1b1, Pafah1b2, Pafah1b3, Pla2g4a, Rab18, Rab1a, Rab1b, Rab6a, Racgap1, Tmed2, Tmed7, Tmed9, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Use1"
"Activation of NF-kappaB in B cells","2.895e-04","56","Nfkb1, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Rela, Ubc"
"PTEN Regulation","2.988e-04","101","Akt1, Akt3, Bmi1, Cbx4, Chd4, Csnk2b, Gatad2a, Hdac2, Lamtor2, Lamtor3, Mbd3, Mtor, Phc2, Pml, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme1, Psme2b, Psme3, Rbbp4, Rbbp7, Rheb, Rragc, Tnks, Ubc, Usp7"
"DNA Replication","3.311e-04","115","Anapc1, Anapc11, Anapc16, Anapc4, Anapc5, Anapc7, Ccna2, Cdc26, Cdc27, Cdk2, Cdt1, Fzr1, Gins1, Gins2, Gins4, Gmnn, Kpna1, Kpna6, Kpnb1, Mcm6, Pold4, Psma1, Psma3, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd2, Psmd3, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rbx1, Rfc1, Ubc, Ube2c, Ube2d1, Ube2s"
"Processing of Capped Intron-Containing Pre-mRNA","3.673e-04","215","Aaas, Bud31, Cd2bp2, Cdc5l, Chtop, Clp1, Cpsf2, Cpsf3, Crnkl1, Cstf2, Ctnnbl1, Cwc15, Cwc22, Cwc25, Ddx23, Ddx39b, Ddx42, Ddx46, Dhx38, Eftud2, Eif4a3, Eif4e, Fus, Fyttd1, Gle1, Gtf2f1, Gtf2f2, Hnrnpa0, Hnrnpa1, Hnrnpa2b1, Hnrnpc, Hnrnpd, Hnrnpf, Hnrnph2, Hnrnpk, Hnrnpl, Hnrnpu, Hnrnpul1, Hspa8, Isy1, Lsm2, Lsm3, Lsm4, Lsm5, Lsm6, Lsm7, Magoh, Mettl14, Ncbp1, Ndc1, Nudt21, Nup107, Nup153, Nup155, Nup210, Nup214, Nup50, Nup54, Nup62, Nup93, Nupl2, Pcbp1, Pcf11, Phf5a, Plrg1, Poldip3, Polr2e, Polr2f, Polr2g, Polr2h, Polr2i, Polr2l, Pom121, Ppie, Ppil1, Pqbp1, Prcc, Prpf31, Prpf38a, Prpf40a, Prpf8, Rbm17, Rbm8a, Rnps1, Sf3a1, Sf3b2, Sf3b5, Sf3b6, Slbp, Slu7, Snrnp200, Snrnp25, Snrnp27, Snrnp35, Snrpa, Snrpa1, Snrpc, Snrpd1, Snrpd2, Snrpe, Snrpf, Snrpg, Snu13, Srrm2, Srsf2, Srsf3, Srsf5, Srsf9, Sugp1, Syf2, Sympk, Thoc5, Thoc6, Tpr, Tra2b, Txnl4a, U2af1, Usp39, Wbp11, Wbp4, Wtap, Ybx1, Zmat5"
"Aggrephagy","4.138e-04","29","Arl13b, Dync1li2, Dynll2, Hdac6, Park7, Pcnt, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Ubc, Ube2n, Vim"
"Apoptotic execution phase","4.172e-04","41","Casp7, Ctnnb1, Dsg2, Dsp, Fnta, Gsn, H1f0, Lmna, Lmnb1, Pkp1, Plec, Rock1, Vim"
"mRNA Splicing","4.950e-04","167","Bud31, Cd2bp2, Cdc5l, Clp1, Cpsf2, Cpsf3, Crnkl1, Cstf2, Ctnnbl1, Cwc15, Cwc22, Cwc25, Ddx23, Ddx42, Ddx46, Dhx38, Eftud2, Eif4a3, Fus, Gtf2f1, Gtf2f2, Hnrnpa0, Hnrnpa1, Hnrnpa2b1, Hnrnpc, Hnrnpd, Hnrnpf, Hnrnph2, Hnrnpk, Hnrnpl, Hnrnpu, Hnrnpul1, Hspa8, Isy1, Lsm2, Lsm3, Lsm4, Lsm5, Lsm6, Lsm7, Magoh, Ncbp1, Nudt21, Pcbp1, Pcf11, Phf5a, Plrg1, Polr2e, Polr2f, Polr2g, Polr2h, Polr2i, Polr2l, Ppie, Ppil1, Pqbp1, Prcc, Prpf31, Prpf38a, Prpf40a, Prpf8, Rbm17, Rbm8a, Rnps1, Sf3a1, Sf3b2, Sf3b5, Sf3b6, Snrnp200, Snrnp25, Snrnp27, Snrnp35, Snrpa, Snrpa1, Snrpc, Snrpd1, Snrpd2, Snrpe, Snrpf, Snrpg, Snu13, Srrm2, Srsf2, Srsf3, Srsf5, Srsf9, Sugp1, Syf2, Sympk, Tra2b, Txnl4a, U2af1, Usp39, Wbp11, Wbp4, Ybx1, Zmat5"
"Apoptotic cleavage of cellular proteins","5.256e-04","34","Casp7, Ctnnb1, Dsg2, Dsp, Fnta, Gsn, Lmna, Lmnb1, Pkp1, Plec, Rock1, Vim"
"Intra-Golgi and retrograde Golgi-to-ER traffic","5.801e-04","166","Actr10, Arcn1, Arf1, Arf5, Arfgap2, Arfgap3, Arfip2, Bet1l, Capzb, Cog8, Copa, Cope, Copz1, Cyth3, Dctn3, Dctn6, Dync1li2, Dynll2, Galnt2, Igf2r, Kdelr1, Kdelr2, Kif13b, Kif18b, Kif1c, Kif20a, Kif21a, Kif22, Kif2c, Klc3, M6pr, Pafah1b1, Pafah1b2, Pafah1b3, Pla2g4a, Rab18, Rab1a, Rab1b, Rab6a, Rab9, Racgap1, Rgp1, Stx6, Sys1, Tgoln1, Tmed2, Tmed7, Tmed9, Tmf1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Use1, Ykt6"
"Antigen processing: Ubiquitination & Proteasome degradation","5.823e-04","260","Anapc1, Anapc11, Anapc5, Anapc7, Asb6, Asb8, Atg7, Blmh, Btbd1, Cdc20, Cdc26, Cdc27, Cdc34, Cul2, Cul5, Dtx3l, Elob, Fbxl12, Fbxl14, Fbxo2, Fbxo9, Fzr1, Hectd3, Huwe1, Klhl21, Klhl42, Klhl5, Lmo7, Lnx1, Lrsam1, Mex3c, Npepps, Pja1, Pja2, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd2, Psmd3, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rbbp6, Rbx1, Rlim, Rnf114, Rnf126, Rnf14, Rnf220, Rnf4, Rnf6, Sh3rf1, Siah2, Smurf1, Socs1, Socs3, Spsb1, Thop1, Traip, Trim41, Uba1, Uba3, Uba6, Ubc, Ube2a, Ube2b, Ube2c, Ube2d1, Ube2d2a, Ube2d3, Ube2f, Ube2k, Ube2l3, Ube2l6, Ube2m, Ube2n, Ube2q2, Ube2r2, Ube2s, Ube2v1, Ube2z, Ubr2, Ubr4, Unkl, Znrf2"
"Senescence-Associated Secretory Phenotype (SASP)","6.574e-04","32","Anapc1, Anapc11, Anapc16, Anapc4, Anapc5, Anapc7, Ccna2, Cdc26, Cdc27, Cdk2, Cdk4, Cdk6, Cdkn1a, Cdkn1b, Cdkn2b, Cebpb, Ehmt2, Fzr1, Mapk3, Ubc, Ube2c, Ube2d1, Ube2s"
"mRNA Splicing - Major Pathway","6.684e-04","161","Bud31, Cd2bp2, Cdc5l, Clp1, Cpsf2, Cpsf3, Crnkl1, Cstf2, Ctnnbl1, Cwc15, Cwc22, Cwc25, Ddx23, Ddx42, Ddx46, Dhx38, Eftud2, Eif4a3, Fus, Gtf2f1, Gtf2f2, Hnrnpa0, Hnrnpa1, Hnrnpa2b1, Hnrnpc, Hnrnpd, Hnrnpf, Hnrnph2, Hnrnpk, Hnrnpl, Hnrnpu, Hnrnpul1, Hspa8, Isy1, Lsm2, Lsm3, Lsm4, Lsm5, Lsm6, Lsm7, Magoh, Ncbp1, Nudt21, Pcbp1, Pcf11, Phf5a, Plrg1, Polr2e, Polr2f, Polr2g, Polr2h, Polr2i, Polr2l, Ppie, Ppil1, Pqbp1, Prcc, Prpf31, Prpf38a, Prpf40a, Prpf8, Rbm17, Rbm8a, Rnps1, Sf3a1, Sf3b2, Sf3b5, Sf3b6, Snrnp200, Snrnp27, Snrpa, Snrpa1, Snrpc, Snrpd1, Snrpd2, Snrpe, Snrpf, Snrpg, Snu13, Srrm2, Srsf2, Srsf3, Srsf5, Srsf9, Sugp1, Syf2, Sympk, Tra2b, Txnl4a, U2af1, Usp39, Wbp11, Wbp4, Ybx1"
"Extra-nuclear estrogen signaling","6.897e-04","60","Areg, Btc, Calm1, Calm2, Calm3, Cav1, Cav2, Cdkn1b, Egfr, Ereg, Foxo3, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Hbegf, Hras, Kras, Mmp2, Pdpk1, Pik3ca, Prmt1, Shc1, Sphk1, Tgfa, Xpo1, Zdhhc7"
"Translation","7.155e-04","60","Aurkaip1, Eef1a1, Eef1b2, Eef1d, Eef1g, Eef2, Eif1ax, Eif2b4, Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif3m, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Eif4h, Eif5, Etf1, Gadd45gip1, Gfm2, Gspt1, Oxa1l, Pabpc1, Ppa1, Ppa2, Srp14, Srp68, Srp9, Trmt112"
"RHO GTPases Activate Formins","7.293e-04","122","Actg1, Aurkb, Bub1, Bub3, Cdc20, Cdca8, Cenpa, Cenpk, Cenpo, Cenpq, Ckap5, Clip1, Daam1, Dync1li2, Dynll2, Fmnl2, Fmnl3, Incenp, Kif2c, Mad1l1, Mad2l1, Mapre1, Mis12, Mrtfa, Nde1, Nudc, Nuf2, Nup107, Pafah1b1, Pfn1, Plk1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Rac1, Rangap1, Rhoa, Rhob, Rhod, Sgo2a, Spc24, Src, Srf, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Xpo1"
"Degradation of the extracellular matrix","7.839e-04","77","Acan, Adam10, Capn1, Cast, Cd44, Col18a1, Col1a1, Col1a2, Col3a1, Col4a2, Col4a6, Col5a1, Col6a1, Col6a2, Col7a1, Ctsb, Ctsd, Ctsl, Ctss, Dcn, Furin, Htra1, Mmp13, Mmp14, Mmp15, Mmp2, Nid1, Spp1, Timp1"
"Collagen biosynthesis and modifying enzymes","9.744e-04","46","Col17a1, Col18a1, Col1a1, Col1a2, Col27a1, Col3a1, Col4a2, Col4a6, Col5a1, Col6a1, Col6a2, Col7a1, Crtap, P4hb, Pcolce, Plod3, Ppib, Serpinh1"
"Non-integrin membrane-ECM interactions","1.009e-03","29","Col1a1, Col1a2, Col3a1, Col4a2, Col4a6, Col5a1, Ddr1, Fn1, Itga2, Itga6, Itgb1, Itgb4, Itgb5, Sdc1, Sdc4"
"RAF activation","1.015e-03","33","Calm1, Calm2, Calm3, Hras, Kras, Map2k2, Map3k11, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp2r5b, Ywhab"
"ABC-family proteins mediated transport","1.089e-03","89","Abcb6, Abcc3, Derl2, Erlin2, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Rnf5, Sel1l, Ubc, Vcp"
"Gap junction trafficking and regulation","1.290e-03","32","Actg1, Ap2m1, Cltb, Gja1, Gjb1, Gjb4, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6"
"Cargo recognition for clathrin-mediated endocytosis","1.338e-03","84","Aak1, Adrb2, Ap2m1, Ap2s1, Apob, Areg, Btc, Cbl, Cltb, Cltc, Cops2, Cops6, Cops7a, Cops8, Egfr, Epn1, Ereg, Fcho1, Fzd4, Grb2, Grk2, Hbegf, Hgs, Ldlr, M6pr, Necap2, Nedd8, Scarb2, Tgfa, Tgoln1, Trf, Ubc, Ubqln1, Ubqln2, Vamp8"
"HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand","1.347e-03","44","Actr10, Capzb, Dctn3, Dctn6, Dnaja2, Dnajb1, Dync1li2, Dynll2, Fkbp4, Hsp90ab1, Hspa1a, Hspa1b, Hspa8, Ptges3, Stip1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6"
"Antiviral mechanism by IFN-stimulated genes","1.376e-03","30","Abce1, Eif2ak2, Eif4a1, Eif4a3, Eif4e2, Eif4g1, Flnb, Irf3, Isg15, Mapk3, Oasl1, Pde12, Ppm1b, Rnasel, Trim25, Ube2l6, Ube2n, Usp18"
"Gap junction trafficking","1.399e-03","30","Actg1, Ap2m1, Cltb, Gja1, Gjb1, Gjb4, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6"
"COPI-dependent Golgi-to-ER retrograde traffic","1.459e-03","83","Arcn1, Arf1, Arf5, Arfgap2, Arfgap3, Copa, Cope, Copz1, Kdelr1, Kdelr2, Kif13b, Kif18b, Kif1c, Kif20a, Kif21a, Kif22, Kif2c, Klc3, Rab1a, Rab1b, Racgap1, Tmed2, Tmed7, Tmed9, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Use1"
"GPCR ligand binding","1.859e-03","185","Ackr4, Adrb1, Adrb3, Bdkrb1, C3ar1, C5ar2, Cck, Cckar, Ccl12, Ccl28, Ccl3, Ccl4, Ccl5, Ccl6, Ccl7, Ccr3, Cd55, Chrm2, Chrm3, Cmklr1, Cnr1, Cort, Cxcl1, Cxcl10, Cxcl2, Cxcl5, Cxcr2, Cxcr3, Ece1, Edn1, Edn3, Ednra, Ffar2, Ffar3, Galr3, Gipr, Glp1r, Glp2r, Gng11, Gng4, Gng8, Gngt2, Gnrh1, Gper1, Gphb5, Gpr132, Gpr18, Gpr183, Gpr4, Gpr65, Gpr68, Grm8, Hcar1, Hcar2, Hcrtr1, Htr1d, Htr6, Htr7, Kiss1r, Lpar6, Nln, Nmb, Nms, Nmu, Nmur1, Nps, Npy1r, Npy4r, Opn1sw, Oprd1, Oxt, P2ry1, Plppr3, Pomc, Prok1, Ptafr, Ptger1, Ptgir, Pth1r, Pth2r, Ramp3, Rln3, Rrh, Rxfp4, S1pr1, S1pr2, S1pr4, S1pr5, Sct, Sstr3, Taar1, Tacr1, Tas1r3, Tas2r126, Tas2r135, Vipr1, Vipr2, Xcl1"
"Signaling by the B Cell Receptor (BCR)","1.933e-03","91","Calm1, Calm2, Calm3, Grb2, Hras, Kras, Nfkb1, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Rela, Ubc"
"G2/M Checkpoints","2.110e-03","121","Cdk2, Chek1, Mcm6, Pias4, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rad1, Rad9a, Rmi1, Rmi2, Sfn, Topbp1, Trp53, Ubc, Ube2n, Wee1, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz"
"Sealing of the nuclear envelope (NE) by ESCRT-III","2.110e-03","23","Chmp2b, Chmp3, Chmp4b, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6"
"Cellular response to heat stress","2.121e-03","76","Aaas, Akt1s1, Bag3, Dnajb1, Dnajb6, Eef1a1, Fkbp4, Hdac6, Hikeshi, Hsbp1, Hsf1, Hsp90ab1, Hspa1a, Hspa1b, Hspa5, Hspa8, Hspa9, Hsph1, Mapk3, Mapkapk2, Mtor, Ndc1, Nup107, Nup54, Nup62, Nup93, Nupl2, Pom121, Ptges3, St13, Vcp, Ywhae"
"Factors involved in megakaryocyte development and platelet production","2.280e-03","98","Ak3, Capzb, Dock11, Dock5, Ehd1, Gata3, Gata5, Gata6, H3f3a, H3f3b, Itpk1, Jmjd1c, Kif13b, Kif18b, Kif1c, Kif20a, Kif21a, Kif22, Kif2c, Klc3, Maff, Mafk, Mfn2, Prkaca, Prkar1a, Rab5a, Rac1, Racgap1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Zfpm1"
