"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Glycerophospholipid biosynthesis","6.305e-03","93","Abhd3, Abhd4, Acp6, Agpat1, Agpat2, Agpat4, Cdipt, Cds1, Cds2, Chpt1, Cpne3, Csnk2a1, Csnk2b, Ddhd1, Dgat2, Etnk1, Gpat4, Gpd1l, Gpd2, Hadha, Hadhb, Lpcat3, Lpcat4, Mboat2, Mboat7, Pcyt1a, Pitpnb, Pitpnm1, Pla2g10, Pla2g1b, Pla2g6, Plaat3, Pnpla2, Ptdss1, Stard10"
"Phospholipid metabolism","6.545e-03","162","Abhd4, Acp6, Agpat1, Agpat2, Agpat4, Arf1, Arf3, Cpne3, Csnk2a1, Csnk2b, Ddhd1, Dgat2, Etnk1, Fig4, Gde1, Gpd1l, Gpd2, Hadha, Hadhb, Inppl1, Lpcat3, Lpcat4, Mboat2, Mboat7, Mtmr4, Mtmr9, Pcyt1a, Pi4k2a, Pik3c2a, Pik3c3, Pik3cb, Pik3r2, Pip4k2c, Pip5k1b, Pitpnb, Pla2g10, Pla2g1b, Pla2g6, Plekha3, Pnpla2, Ptdss1, Rab14, Rufy1, Stard10"
"Assembly of collagen fibrils and other multimeric structures","7.542e-03","40","Col11a2, Col18a1, Col1a1, Col1a2, Col24a1, Col3a1, Col4a6, Col5a3, Loxl1, Loxl2, Mmp13, Mmp9"
"Hemostasis","7.714e-03","395","Aamp, Actg1, Actn4, Ak3, Akt1, Aldoa, Anxa2, Anxa5, Aplp2, Apoa1, Atp2a3, Atp2b4, Bcar1, Brpf3, Calm1, Calm2, Capzb, Cd63, Cd9, Cdc42, Clu, Ehd1, Esam, F11r, F2r, Gata4, Gata5, Gna13, Gnai1, Gnai2, Gnai3, Gnas, Gnb1, Gnb2, Gng12, Grb2, Grb7, H3f3a, Habp4, Hdac2, Itga5, Itpr3, Kif13b, Kif16b, Kif1c, Klc4, Kras, Lgals3bp, Maff, Mafk, Mapk3, Mfn2, Ola1, Pafah2, Pcyox1l, Pik3cb, Pik3r2, Plaur, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp2r5b, Qsox1, Rab27b, Rac1, Raf1, Rarres2, Rhoa, Rhob, S100a10, Sdc4, Selenop, Serpinb6a, Serpinb8, Sod1, Src, Stx4a, Tagln2, Tex264, Tmsb4x, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Wdr1, Ywhaz, Zfpm1"
"G2/M Checkpoints","7.783e-03","117","Babam1, Brcc3, Ccnb2, Cdk2, Pias4, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Sfn, Ubc, Wee1, Ywhab, Ywhah, Ywhaz"
"RHOF GTPase cycle","8.025e-03","35","Actg1, Arhgap1, Baiap2l1, Capzb, Diaph1, Esyt1, Farp1, Lmnb1, Pik3r2, Rab7, Rhof, Sowahc, Tor1aip1, Vamp3"
"Signaling by TGFB family members","8.025e-03","86","Acvr1b, Acvr2a, Bmp2, Bmpr2, Ccnc, Ccnt1, Cdk8, Cdk9, E2f5, F11r, Fkbp1a, Fst, Inhbb, Itgb1, Ltbp3, Ltbp4, Mapk1, Mapk3, Men1, Mtmr4, Nedd8, Ppm1a, Rhoa, Smad3, Smad7, Smurf1, Snw1, Sp1, Ubc, Ube2m, Wwtr1"
"Oxidative Stress Induced Senescence","8.270e-03","32","Fos, Jun, Kdm6b, Map2k3, Mapk1, Mapk3, Mapk8, Mapkapk2, Txn1, Ubc"
"Mitotic Anaphase","8.373e-03","190","Ccnb2, Cenpa, Cenpc1, Chmp2a, Chmp2b, Chmp3, Chmp4b, Chmp4c, Dync1i2, Dynll1, Dynll2, Ist1, Lmna, Lmnb1, Mapre1, Ndel1, Pom121, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rad21, Rangap1, Rbm39, Spc24, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Ubc, Zw10"
"Cytoprotection by HMOX1","8.461e-03","46","Cox14, Cox19, Cox4i1, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7b, Cox7c, Cox8a, Hbb-bs, Helz2, Hmox1, Rxra, Sco2, Smarcd3"
"Mitotic G1 phase and G1/S transition","8.497e-03","119","Akt1, Ccna2, Ccnd3, Cdk2, Cdkn1a, Cdkn1b, Cdkn2b, Cdt1, Cul1, E2f5, Mcm3, Pole4, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Prim2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rbbp4, Src, Ubc, Wee1"
"Regulation of actin dynamics for phagocytic cup formation","8.497e-03","51","Actg1, Actr2, Actr3, Arpc1a, Arpc1b, Arpc5, Baiap2, Brk1, Cdc42, Cyfip1, Grb2, Hsp90aa1, Hsp90ab1, Limk1, Mapk1, Mapk3, Myh9, Myo10, Myo1c, Nckap1, Rac1"
"Separation of Sister Chromatids","8.497e-03","157","Cenpa, Cenpc1, Dync1i2, Dynll1, Dynll2, Mapre1, Ndel1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rad21, Rangap1, Spc24, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Ubc, Zw10"
"Class I MHC mediated antigen processing & presentation","9.077e-03","299","Anapc13, B2m, Calr, Cyba, Dcaf1, Dtx3l, Elob, Fbxl12, Fbxl14, Fbxo32, Fbxo44, Fbxo6, Fbxo7, Fzr1, H2-K1, H2-Q4, H2-Q6, H2-Q7, H2-T23, Herc6, Kbtbd7, Kctd6, Klhl21, Klhl9, Lmo7, Mex3c, Nedd4, Pja1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rchy1, Sec24b, Sec24d, Siah2, Smurf1, Socs1, Spsb2, Stx4a, Tap1, Tap2, Tapbp, Trip12, Uba1, Uba6, Ubc, Ube2a, Ube2b, Ube2h, Ube2j1, Ube2j2, Ube2l6, Ube2m, Ube2r2, Ube2v1, Ube2w, Ube2z, Vamp3, Vamp8, Znrf2"
"Detoxification of Reactive Oxygen Species","9.077e-03","30","Cyba, Gpx1, Gpx2, Gsr, Gstp1, Prdx1, Prdx2, Prdx3, Prdx5, Sod1, Sod2"
"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","9.077e-03","28","Casc3, Eif4g1, Etf1, Magoh, Pabpc1, Ppp2ca, Ppp2r1a, Rnps1, Smg5, Smg8, Smg9, Upf1, Upf3b"
"Nonsense-Mediated Decay (NMD)","9.077e-03","28","Casc3, Eif4g1, Etf1, Magoh, Pabpc1, Ppp2ca, Ppp2r1a, Rnps1, Smg5, Smg8, Smg9, Upf1, Upf3b"
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC","9.613e-03","26","B2m, Calr, H2-K1, H2-Q4, H2-Q6, H2-Q7, H2-T23, Pdia3, Sar1b, Sec24b, Sec24d, Tap1, Tap2, Tapbp"
"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","9.752e-03","71","Atf1, Dusp4, Fos, Hmgb1, Jun, Lrrc14, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Tab2, Ticam1, Ubc, Ube2v1, Usp18"
"Ub-specific processing proteases","1.009e-02","148","Becn1, Ccna2, Ddx58, Fkbp8, Il33, Myc, Nfkbia, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Siah2, Smad3, Smad7, Stam2, Tnks, Ubc, Usp15, Usp18, Usp21, Usp47, Usp48, Vdac3, Wdr20"
"RHO GTPase cycle","1.012e-02","369","Abr, Actg1, Aldh3a2, Ankfy1, Arhgap1, Arhgap10, Arhgap22, Arhgap27, Arhgap42, Arhgdia, Arhgdib, Arhgef16, Arhgef19, Arhgef5, Baiap2, Baiap2l1, Brk1, Capzb, Cavin1, Cdc37, Cdc42, Ckap4, Cltc, Cops4, Cpd, Cyba, Cyfip1, Daam1, Def6, Diaph1, Dsg2, Dsp, Epha2, Epsti1, Erbin, Esyt1, Farp1, Frs2, Git1, Gna13, Golga2, Grb2, Grb7, Hsp90aa1, Hsp90ab1, Iqgap2, Itgb1, Jup, Kidins220, Letm1, Lman1, Lmnb1, Map3k11, Nck2, Nckap1, Net1, Nsfl1c, Pak2, Pak4, Pard6b, Pgrmc2, Pik3r2, Pkn1, Plekhg2, Plekhg3, Plekhg6, Plxnd1, Ptk2b, Rab7, Rac1, Ralbp1, Rbm39, Rhoa, Rhob, Rhod, Rhof, Rhou, Rhpn2, Rnf20, Sh3bp1, Slk, Sowahc, Spata13, Tex2, Tmem59, Tmod3, Tor1aip1, Tpm4, Trip10, Twf1, Vamp3, Vcp, Vim"
"MHC class II antigen presentation","1.032e-02","94","Actr1b, Ap1b1, Ap1g1, Ap2s1, Arf1, Capzb, Cltc, Ctsb, Ctsd, Ctse, Ctsh, Dctn2, Dctn3, Dctn5, Dctn6, Dync1i2, Dynll1, Dynll2, Ifi30, Klc4, Rab7, Sec24b, Sec24d, Sh3gl2, Tuba1c, Tuba4a, Tubb2a, Tubb4b"
"MAPK targets/ Nuclear events mediated by MAP kinases","1.058e-02","22","Atf1, Dusp4, Fos, Jun, Mapk1, Mapk3, Mapk8, Mapkapk2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b"
"GPCR ligand binding","1.147e-02","169","Ackr2, Adgre1, Adm2, Aplnr, C5ar1, Calcrl, Cck, Ccl12, Ccl17, Ccl25, Ccl7, Ccl9, Ccr4, Ccr5, Cxcl1, Cxcl13, Cxcl2, Cxcl3, Cxcl5, Cxcl9, Edn2, Ffar2, Gabbr1, Gip, Glp1r, Gng10, Gnrh1, Gpr18, Htr6, Lpar6, Nln, Oprd1, Prokr2, Ramp1, S1pr4, S1pr5, Tacr2"
"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","1.147e-02","32","Ccnc, Ccnt1, Cdk8, Cdk9, E2f5, Mapk1, Mapk3, Men1, Ppm1a, Smad3, Smad7, Snw1, Sp1, Ubc, Wwtr1"
"Metabolism of RNA","1.151e-02","439","Adar, Akt1, Alyref, Anp32a, Bud23, Bysl, C1d, Casc3, Cd2bp2, Clp1, Cnot2, Cnot6, Crnkl1, Csnk1e, Cwc15, Ddx42, Dhx16, Ebna1bp2, Eftud2, Eif4a1, Eif4b, Eif4e, Eif4g1, Elavl1, Emg1, Ercc3, Etf1, Exosc4, Fcf1, Fus, Fyttd1, Hnrnpa0, Hnrnpf, Hnrnpk, Hnrnpl, Hspa1b, Hspa8, Isy1, Lsm3, Lsm4, Lsm8, Magoh, Mapkapk2, Mphosph6, Mtrex, Ncl, Pabpc1, Papola, Pcbp1, Pno1, Polr2a, Polr2f, Pom121, Ppie, Ppil4, Ppp2ca, Ppp2r1a, Pqbp1, Prpf38a, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Puf60, Rbm42, Rnps1, Rpp25, Set, Sf3a3, Sf3b2, Sf3b4, Sf3b6, Smg5, Smg8, Smg9, Snrnp200, Snrnp25, Snrnp27, Snrnp35, Snrpa, Snrpb, Snrpc, Snrpd3, Snrpg, Snu13, Snw1, Srsf3, Supt5, Sympk, Tgs1, Thoc6, Tnks1bp1, Tnpo1, Tsr1, Ttc37, Tut4, Tut7, Txnl4a, Ubc, Upf1, Upf3b, Usp39, Utp11, Utp3, Wbp11, Wdr46, Ybx1, Ywhab, Ywhaz, Zcrb1, Zfp36"
"MET promotes cell motility","1.153e-02","29","Col1a1, Col1a2, Col24a1, Col3a1, Col5a3, Fn1, Itga2, Ptk2, Tns4"
"Signaling by GPCR","1.179e-02","341","Ackr2, Adcy1, Adcy6, Adgre1, Adm2, Akap13, Aplnr, Arhgef15, Arhgef26, Arhgef39, Arhgef9, Arrb2, C5ar1, Calcrl, Cck, Ccl12, Ccl17, Ccl25, Ccl7, Ccl9, Ccr1, Ccr4, Ccr5, Cxcl1, Cxcl13, Cxcl2, Cxcl3, Cxcl5, Cxcl9, Dgkb, Dgkh, Edn2, Ffar2, Ffar4, Fn1, Gabbr1, Gip, Glp1r, Gna12, Gna15, Gnaq, Gng10, Gnrh1, Gpr176, Gpr18, Gpr27, Gpsm3, Grk3, Htr6, Kalrn, Lpar6, Nln, Oprd1, Pde1a, Pde7a, Plcb4, Ppp1r1b, Prkacb, Prkce, Prokr2, Ramp1, Rgs17, Rgs19, Rhoc, S1pr4, S1pr5, Sos2, Tacr2"
"Integrin cell surface interactions","1.215e-02","56","Cd47, Col18a1, Col1a1, Col1a2, Col3a1, Col4a6, Col5a3, Fn1, Icam1, Itga2, Itga9, Itgax, Itgb2, Itgb6, Jam2, Jam3"
"Recycling pathway of L1","1.266e-02","30","Actg1, Ap2s1, Cltc, Ezr, Mapk1, Sh3gl2, Src, Tuba1c, Tuba4a, Tubb2a, Tubb4b"
"RAS processing","1.415e-02","20","Abhd17a, Abhd17b, Abhd17c, Arl2, Bcl2l1, Calm1, Calm2, Golga7, Kras, Lypla1, Ubc"
"Fcgamma receptor (FCGR) dependent phagocytosis","1.528e-02","71","Actg1, Actr2, Actr3, Arpc1a, Arpc1b, Arpc5, Baiap2, Brk1, Cdc42, Cyfip1, Grb2, Hsp90aa1, Hsp90ab1, Limk1, Mapk1, Mapk3, Myh9, Myo10, Myo1c, Nckap1, Pik3cb, Pik3r2, Pla2g6, Pld3, Rac1, Src"
"RHO GTPases Activate WASPs and WAVEs","1.528e-02","29","Actg1, Actr2, Actr3, Arpc1a, Arpc1b, Arpc2, Arpc5, Baiap2, Brk1, Cdc42, Cyfip1, Grb2, Mapk1, Mapk3, Nckap1, Rac1"
"VEGFA-VEGFR2 Pathway","1.648e-02","87","Actg1, Akt1, Baiap2, Bcar1, Brk1, Calm1, Cdc42, Ctnna1, Ctnnd1, Cyba, Cyfip1, Hsp90aa1, Jup, Kras, Mapkap1, Mapkapk2, Nck2, Nckap1, Pak2, Pik3cb, Pik3r2, Ptk2b, Pxn, Rac1, Rasa1, Rhoa, Shb, Src"
"Antimicrobial peptides","1.746e-02","22","Itln1, Lcn2, Ltf, Lyz2, Reg3b, Reg3g, S100a8, S100a9, Slc11a1, Tlr2, Try10"
"MyD88-independent TLR4 cascade ","2.083e-02","84","Atf1, Dusp4, Fos, Hmgb1, Irf7, Jun, Lrrc14, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Tab2, Ticam1, Traf3, Ubc, Ube2v1, Usp18"
"TRIF(TICAM1)-mediated TLR4 signaling ","2.083e-02","84","Atf1, Dusp4, Fos, Hmgb1, Irf7, Jun, Lrrc14, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Tab2, Ticam1, Traf3, Ubc, Ube2v1, Usp18"
"GPCR downstream signalling","2.162e-02","321","Adcy1, Adcy6, Adm2, Akap13, Aplnr, Arhgef15, Arhgef26, Arhgef39, Arhgef9, Arrb2, C5ar1, Calcrl, Cck, Ccl25, Ccl9, Ccr1, Ccr4, Ccr5, Cxcl1, Cxcl13, Cxcl2, Cxcl3, Cxcl5, Cxcl9, Dgkb, Dgkh, Edn2, Ffar2, Ffar4, Fn1, Gabbr1, Gip, Glp1r, Gna12, Gna15, Gnaq, Gng10, Gnrh1, Gpr176, Gpr18, Gpr27, Gpsm3, Grk3, Htr6, Kalrn, Lpar6, Oprd1, Pde1a, Pde7a, Plcb4, Ppp1r1b, Prkacb, Prkce, Prokr2, Ramp1, Rgs17, Rgs19, Rhoc, S1pr4, S1pr5, Sos2, Tacr2"
"FOXO-mediated transcription","2.183e-02","20","Akt1, Foxo3, Sfn, Ywhab, Ywhaz"
"HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand","2.255e-02","43","Capzb, Dctn2, Dctn3, Dctn5, Dctn6, Dnaja1, Dnaja2, Dync1i2, Dynll1, Dynll2, Hsp90aa1, Hsp90ab1, Hspa1b, Hspa8, Tuba1c, Tuba4a, Tubb2a, Tubb4b"
"RHOH GTPase cycle","2.385e-02","28","Arhgdia, Arhgdib, Jup, Nsfl1c, Pak2, Pak4, Rab7, Tmem59, Vamp3, Vcp"
"COPI-independent Golgi-to-ER retrograde traffic","2.407e-02","42","Capzb, Dctn2, Dctn3, Dctn5, Dctn6, Dync1i2, Dynll1, Dynll2, Galnt1, Galnt2, Pla2g6, Rab18, Tuba1c, Tuba4a, Tubb2a, Tubb4b"
"Collagen formation","2.407e-02","57","Col11a2, Col18a1, Col1a1, Col1a2, Col24a1, Col3a1, Col4a6, Col5a3, Colgalt1, Loxl1, Loxl2, Mmp13, Mmp9, P4ha1, Pcolce2, Plod1, Serpinh1"
"Signaling by Receptor Tyrosine Kinases","2.649e-02","345","Aamp, Actg1, Akt1, Ap2s1, Areg, Arf6, Atf1, Atp6v0b, Atp6v0c, Atp6v0d2, Atp6v1b2, Atp6v1e1, Atp6v1f, Atp6v1g1, Baiap2, Bcar1, Brk1, Calm1, Calm2, Cdc37, Cdc42, Chd4, Cltc, Ctnna1, Ctnnd1, Cyba, Cyfip1, Diaph1, Dusp4, Epn1, Erbb3, Erbin, Flrt3, Frs2, Galnt3, Grb2, Grb7, Hbegf, Hdac2, Hpn, Hsp90aa1, Irs2, Itga3, Itgb1, Jak3, Jup, Kidins220, Kras, Map2k1, Map2k2, Mapk1, Mapk13, Mapk3, Mapkap1, Mapkapk2, Nck2, Nckap1, Ncstn, Nedd4, Pak2, Pcsk6, Pik3c3, Pik3cb, Pik3r2, Polr2a, Polr2f, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Psen2, Psenen, Ptk2b, Ptpn12, Ptpn2, Ptpn3, Pxn, Rac1, Ralgds, Rap1a, Rasa1, Rhoa, Sh3gl2, Sh3kbp1, Shb, Spint1, Spint2, Src, Srf, Stat3, Tgfa, Tns3, Ubc, Ywhab"
"Cell junction organization","2.659e-02","52","Actg1, Afdn, Cd151, Cdh1, Ctnna1, Ctnnd1, F11r, Itgb1, Itgb4, Jup, Lims2, Nectin2, Nectin4, Pard6b, Plec, Pxn, Tesk1, Vasp"
"Synthesis of DNA","2.689e-02","105","Anapc2, Anapc7, Ccna2, Cdc27, Cdk2, Cdt1, Cul1, Fzr1, Gins1, Mcm3, Mcm7, Pcna, Pold4, Pole4, Prim2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd11, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Cell-Cell communication","2.819e-02","66","Actg1, Afdn, Cd151, Cdh1, Ctnna1, Ctnnd1, F11r, Grb2, Itgb1, Itgb4, Jup, Lims2, Nck2, Nectin2, Nectin4, Pard6b, Plec, Ptk2b, Pxn, Tesk1, Vasp"
"Signaling by Nuclear Receptors","2.964e-02","141","Akt1, Aldh1a1, Areg, Calm1, Calm2, Ccnt1, Cdk9, Cdkn1b, Cpt1a, Cpt1b, Dhrs3, Dhrs4, Dhrs9, Fabp5, Foxa1, Foxo3, Gnai1, Gnai2, Gnai3, Gnb1, Gnb2, Gng12, Gtf2a2, H3f3a, Hbegf, Hdac3, Hsp90aa1, Hsp90ab1, Kras, Mapk1, Mapk3, Pdha1, Pdhx, Pdk2, Pik3r2, Polr2a, Polr2f, Ppard, Rxra, Shc1, Sp1, Src, Tgfa, Zdhhc7"
"Degradation of the extracellular matrix","2.973e-02","76","Adam8, Capn10, Capn6, Capns1, Col18a1, Col1a1, Col1a2, Col3a1, Col4a6, Col5a3, Ctrb1, Dcn, Fn1, Mmp11, Mmp12, Mmp13, Mmp19, Mmp25, Mmp9, Spock3"
"Signaling by VEGF","3.045e-02","95","Actg1, Akt1, Baiap2, Bcar1, Brk1, Calm1, Cdc42, Ctnna1, Ctnnd1, Cyba, Cyfip1, Hsp90aa1, Jup, Kras, Mapkap1, Mapkapk2, Nck2, Nckap1, Pak2, Pik3cb, Pik3r2, Ptk2b, Pxn, Rac1, Rasa1, Rhoa, Shb, Src"
"RAB geranylgeranylation","3.063e-02","54","Rab10, Rab11a, Rab14, Rab18, Rab1a, Rab1b, Rab21, Rab25, Rab27a, Rab27b, Rab2a, Rab3a, Rab3b, Rab3d, Rab43, Rab5c, Rab7, Rab8a"
"Interferon Signaling","3.080e-02","51","Arih1, Ddx58, Eif4a1, Eif4e, Eif4g1, Eif4g3, Ifngr1, Ifngr2, Irf9, Isg15, Kpnb1, Mapk3, Nedd4, Pias1, Prkcd, Ptpn1, Ptpn2, Socs1, Socs3, Trim25, Tyk2, Ube2l6, Usp18"
"FCERI mediated MAPK activation","3.115e-02","28","Fos, Grb2, Jun, Kras, Mapk1, Mapk3, Mapk8, Pak2, Rac1, Shc1"
"Toll-like Receptor Cascades","3.204e-02","121","Atf1, Cnpy3, Ctsb, Ctss, Cul1, Dusp4, Fos, Hmgb1, Irf7, Jun, Lbp, Lrrc14, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Pik3c3, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rbsn, Rela, S100a1, Tab2, Tank, Ticam1, Tirap, Tlr4, Traf3, Ubc, Ube2v1, Usp18"
"Collagen chain trimerization","3.251e-02","25","Col11a1, Col11a2, Col12a1, Col18a1, Col1a1, Col1a2, Col20a1, Col24a1, Col25a1, Col27a1, Col2a1, Col3a1, Col5a3, Col7a1, Col8a1"
"Toll Like Receptor 4 (TLR4) Cascade","3.269e-02","98","Atf1, Dusp4, Fos, Hmgb1, Irf7, Jun, Lrrc14, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Tab2, Ticam1, Tirap, Traf3, Ubc, Ube2v1, Usp18"
"Golgi Associated Vesicle Biogenesis","3.307e-02","51","Ap1b1, Ap1g1, Arf1, Bloc1s4, Bloc1s6, Cltc, Cpd, Hip1r, Hspa8, Igf2r, Pik3c2a, Rab5c, Sh3gl2, Snx2, Snx9, Tgoln1, Tpd52, Txndc5, Vamp8"
"MTOR signalling","3.536e-02","34","Akt1, Cab39, Eef2k, Eif4b, Eif4e, Eif4g1, Fkbp1a, Lamtor2, Lamtor3, Ppm1a, Prkag1, Rheb, Rraga, Rragc, Stk11, Ywhab"
"Sphingolipid de novo biosynthesis","3.536e-02","35","Aldh3a2, Aldh3b2, Cers5, Degs2, Fa2h, Plpp2, Samd8, Sgms2, Sgpp1, Sphk2, Spns2, Sptlc2, Sptssb"
"Gap junction trafficking","3.703e-02","26","Actg1, Cltb, Gjb1, Tuba1c, Tubb4b"
"Apoptosis","3.757e-02","83","Bad, Bak1, Bcl2, Bcl2l1, Casp6, Casp7, Cdh1, Ctnnb1, Dsg2, Dsp, Dynll1, Dynll2, Gsn, H1f0, Hmgb1, Kpnb1, Lmna, Lmnb1, Mapk1, Mapk3, Mapk8, Ocln, Oma1, Plec, Pmaip1, Prkcd, Sfn, Stk24, Ticam1, Tjp1, Tlr4, Vim, Xiap, Ywhab, Ywhag, Ywhah, Ywhaz"
"mRNA Splicing","3.833e-02","167","Alyref, Cd2bp2, Clp1, Crnkl1, Cwc15, Ddx42, Ddx46, Dhx16, Eftud2, Elavl1, Fus, Hnrnpa0, Hnrnpf, Hnrnpk, Hnrnpl, Hspa8, Isy1, Lsm3, Lsm4, Lsm8, Magoh, Papola, Pcbp1, Polr2a, Polr2e, Polr2f, Ppie, Ppil4, Pqbp1, Prpf38a, Puf60, Rbm42, Rnps1, Sf3a3, Sf3b2, Sf3b4, Sf3b6, Snrnp200, Snrnp25, Snrnp27, Snrnp35, Snrpa, Snrpb, Snrpc, Snrpd3, Snrpg, Snu13, Snw1, Srsf3, Sympk, Txnl4a, Upf3b, Usp39, Wbp11, Ybx1, Zcrb1"
"DNA Replication Pre-Initiation","3.837e-02","91","Anapc2, Anapc7, Cdc27, Cdk2, Cdt1, Fzr1, Kpnb1, Mcm3, Mcm7, Pole4, Prim2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd11, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Cargo recognition for clathrin-mediated endocytosis","3.950e-02","87","Ap2s1, Areg, Cltb, Cltc, Cops4, Cops6, Cops7a, Dvl2, Epn1, Grb2, Hbegf, Igf2r, Ldlr, Ldlrap1, Lrp2, Necap2, Nedd8, Sh3gl2, Sh3kbp1, Ston1, Ston2, Tgfa, Tgoln1, Tor1a, Ubc, Ubqln1, Vamp3, Vamp8"
"Extra-nuclear estrogen signaling","3.953e-02","60","Akt1, Areg, Calm1, Calm2, Foxo3, Gnai1, Gnai2, Gnai3, Gnb1, Gnb2, Gng12, Hbegf, Hsp90aa1, Kras, Mapk1, Pik3r2, Src, Tgfa, Zdhhc7"
"Collagen biosynthesis and modifying enzymes","3.957e-02","45","Col11a2, Col18a1, Col1a1, Col1a2, Col24a1, Col3a1, Col4a6, Col5a3, Colgalt1, P4ha1, Pcolce2, Plod1, Serpinh1"
