"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"SLC-mediated transmembrane transport","7.615e-03","145","Ahcyl2, Cp, Slc10a6, Slc11a1, Slc12a7, Slc13a1, Slc13a2, Slc15a3, Slc16a10, Slc16a2, Slc16a7, Slc17a5, Slc17a8, Slc18a1, Slc1a1, Slc22a1, Slc22a15, Slc22a5, Slc26a11, Slc26a4, Slc26a6, Slc27a6, Slc28a2, Slc29a2, Slc29a3, Slc29a4, Slc2a10, Slc2a2, Slc2a3, Slc2a6, Slc2a8, Slc2a9, Slc30a10, Slc34a2, Slc34a3, Slc38a3, Slc38a4, Slc39a14, Slc39a2, Slc39a3, Slc39a8, Slc40a1, Slc41a2, Slc44a2, Slc4a8, Slc4a9, Slc5a1, Slc5a10, Slc5a8, Slc5a9, Slc6a20a, Slc7a8, Slc8a1, Slc8b1, Slc9a3, Slc9a6, Slco2b1, Slco3a1"
"S Phase","7.855e-03","135","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Ccna2, Cdc26, Cdc27, Cdk2, Cdk4, Cdk7, Cdkn1a, Cdkn1b, Cks1b, Fzr1, Gins4, Gmnn, Mcm6, Pola1, Pole4, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Rfc1, Smc3, Stag2, Ubc, Ube2c, Ube2d1, Ube2s, Wapl, Wee1"
"EPH-Ephrin signaling","7.910e-03","54","Actg1, Actr2, Aph1a, Arhgef7, Arpc1a, Arpc1b, Arpc2, Arpc3, Efna1, Efna5, Efnb2, Epha1, Ephb2, Ephb4, Git1, Hras, Nck2, Pak2, Psenen, Rac1, Rhoa, Rock1, Rock2, Sdcbp, Yes1"
"Cell junction organization","7.987e-03","51","Actg1, Actn1, Cd151, Cdh13, Cdh17, Ctnna1, Ctnnb1, Ctnnd1, Dst, F11r, Itga6, Itgb1, Itgb4, Jup, Krt14, Krt5, Nectin1, Nectin2, Nectin3, Pard6b, Plec, Prkci, Pvr, Tesk1, Vasp"
"DNA Replication","8.675e-03","115","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Ccna2, Cdc26, Cdc27, Cdk2, Fzr1, Gins4, Gmnn, Kpnb1, Mcm6, Pole4, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Rfc1, Ubc, Ube2c, Ube2d1, Ube2s"
"FLT3 Signaling","8.771e-03","23","Cbl, Cdkn1b, Csk, Foxo3, Grb2, Hras, Kras, Pik3ca, Ptprj, Socs6, Ubc"
"Signaling by NOTCH","9.333e-03","34","Adam10, Aph1a, Dtx2, Egfr, Furin, Jag1, Maml1, Notch1, Prkci, Psenen, Tmed2, Ubc, Ybx1"
"RHOB GTPase cycle","1.021e-02","62","Akap13, Arhgef5, Cav1, Cavin1, Daam1, Flot2, Iqgap3, Jup, Pkn1, Pkn3, Prex1, Racgap1, Rhob, Rock1, Rock2, Sowahc, Vangl1"
"RHOQ GTPase cycle","1.021e-02","50","Arhgef7, Arl13b, Cav1, Cdc42ep1, Cdc42ep2, Cftr, Cpne8, Git1, Gja1, Gopc, Iqgap3, Jup, Mpp7, Pak2, Plekhg3, Prex1, Rab7, Scrib, Trip10, Vangl1"
"VEGFR2 mediated vascular permeability","1.074e-02","26","Calm1, Calm2, Calm3, Cav1, Ctnna1, Ctnnb1, Hsp90aa1, Jup, Mtor, Pak2, Pdpk1, Rac1, Trib3"
"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","1.089e-02","50","Cd300a, Cd300lb, Cd33, Cd34, Cd8a, Fcgr2b, H2-M5, H2-Q2, Icam4, Icam5, Ifitm1, Itgal, Itgb2, Pianp, Pilra, Sell, Siglece, Siglecf, Slamf7, Treml2"
"COPII-mediated vesicle transport","1.142e-02","61","Areg, Cnih1, Col7a1, Csnk1d, Ctsc, Ctsz, Golga2, Lman1, Lman2, Mcfd2, Napa, Preb, Rab1a, Rab1b, Sec16a, Sec23a, Sec24b, Tfg, Tmed2, Trappc1, Trappc3, Trappc4, Trappc5, Trappc6b, Trappc9, Ykt6"
"Cholesterol biosynthesis","1.213e-02","26","Acat2, Cyp51, Dhcr24, Dhcr7, Ebp, Fdft1, Fdps, Hmgcr, Hmgcs1, Idi1, Lbr, Lss, Msmo1, Mvd, Mvk, Pmvk, Srebf1, Srebf2"
"MTOR signalling","1.213e-02","33","Akt1s1, Cab39, Eef2k, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Lamtor2, Lamtor3, Lamtor5, Mtor, Ppm1a, Prkaa1, Prkab2, Rheb, Rragc, Stk11, Ywhab"
"Signaling by FGFR","1.314e-02","54","Cbl, Flrt3, Frs2, Galnt3, Grb2, Gtf2f1, Gtf2f2, Hnrnpa1, Hras, Kras, Ncbp1, Pik3ca, Polr2e, Polr2f, Polr2h, Ppp2ca, Ppp2cb, Ppp2r1a, Shc1, Spry2, Ubc"
"ISG15 antiviral mechanism","1.414e-02","25","Eif4a1, Eif4a3, Eif4e, Eif4e2, Eif4g1, Eif4g3, Flnb, Irf3, Isg15, Plcg1, Ppm1b, Ube2l6, Ube2n, Usp18"
"Fatty acyl-CoA biosynthesis","1.454e-02","27","Acaca, Acly, Acsbg1, Acsl3, Acsl4, Acsl5, Elovl1, Elovl5, Fasn, Hacd1, Hacd3, Hsd17b12, Ppt2, Scd1, Slc25a1, Tecr"
"Signaling by ERBB2","1.470e-02","41","Btc, Cdc37, Cul5, Egfr, Ereg, Grb2, Hbegf, Hras, Hsp90aa1, Kras, Nrg1, Pik3ca, Ptpn12, Ptpn18, Rhoa, Shc1, Ubc, Yes1"
"MAPK targets/ Nuclear events mediated by MAP kinases","1.587e-02","22","Creb1, Dusp6, Dusp7, Fos, Jun, Mapkapk2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b"
"Signaling by GPCR","1.642e-02","288","Adcy5, Adcy8, Arhgef10, Arhgef15, Arhgef25, Arhgef26, Arhgef37, Arhgef9, Arrb2, C3ar1, Camkk1, Ccl12, Ccl20, Ccl5, Ccr1, Cdk5, Chrm2, Chrm3, Cmklr1, Cxcl1, Cxcl10, Cxcl2, Cxcr2, Daglb, Dgkh, Edn1, Ffar2, Fgd1, Fgd2, Galr3, Glp1r, Gna14, Gna15, Gnaq, Gnat1, Gnaz, Gng8, Gngt2, Gnrh1, Gper1, Gpr132, Gpr183, Gpr4, Gpr68, Gpsm3, Grk3, Grk5, Hcar2, Htr6, Itpr2, Kalrn, Kiss1r, Mgll, Npy4r, Oprd1, P2ry1, Pde1a, Pde1b, Pde1c, Pde2a, Pde4b, Pde4d, Penk, Pik3r3, Pik3r6, Plcb1, Plcb2, Plppr3, Prkce, Prkch, Ptafr, Ptger1, Pth2r, Rasgrf2, Rgs14, Rgs16, Rgs17, Rgs19, Rgs6, S1pr1, S1pr2, S1pr4, Sct, Taar1, Tas1r3, Vav1"
"RHO GTPases Activate Formins","1.656e-02","120","Actg1, Cdc20, Cdca8, Cenpa, Clip1, Daam1, Dync1li1, Dync1li2, Dynll2, Fmnl2, Kif2c, Mad1l1, Mapre1, Mrtfa, Nde1, Nudc, Nup107, Pafah1b1, Pfn1, Plk1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Rac1, Rangap1, Rhoa, Rhob, Rhod, Spc24, Srf, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Xpo1"
"Downregulation of ERBB2 signaling","1.835e-02","22","Btc, Cdc37, Cul5, Egfr, Ereg, Hbegf, Hsp90aa1, Nrg1, Ptpn12, Ptpn18, Ubc"
"Cell-Cell communication","1.914e-02","64","Actg1, Actn1, Cd151, Cd47, Cdh13, Cdh17, Ctnna1, Ctnnb1, Ctnnd1, Dst, F11r, Grb2, Itga6, Itgb1, Itgb4, Jup, Krt14, Krt5, Nck2, Nectin1, Nectin2, Nectin3, Pard6b, Plec, Prkci, Ptk2b, Pvr, Sftpd, Tesk1, Vasp"
"Regulation of HSF1-mediated heat shock response","2.064e-02","57","Aaas, Bag3, Dnajb1, Dnajb6, Gsk3b, Hikeshi, Hsf1, Hspa14, Hspa1a, Hspa1b, Hspa4l, Hspa5, Hspa8, Hspa9, Hsph1, Mapkapk2, Ndc1, Nup107, Nup153, Nup155, Nup214, Nup54, Nup62, Nup93, Nupl2, Pom121, St13, Tpr, Ywhae"
"Signaling by FGFR2","2.064e-02","46","Cbl, Frs2, Grb2, Gtf2f1, Gtf2f2, Hnrnpa1, Hras, Kras, Ncbp1, Pik3ca, Polr2e, Polr2f, Polr2h, Ppp2ca, Ppp2cb, Ppp2r1a, Shc1, Spry2, Ubc"
"Cargo recognition for clathrin-mediated endocytosis","2.087e-02","80","Aak1, Ap2a1, Ap2m1, Ap2s1, Apob, Areg, Btc, Cbl, Cftr, Cltb, Cltc, Cops6, Cops8, Egfr, Epn1, Ereg, Grb2, Grk2, Hbegf, Hgs, Ldlr, M6pr, Necap2, Nedd8, Scarb2, Tgoln1, Trf, Ubc, Ubqln1, Ubqln2, Vamp8"
"RHO GTPases Activate NADPH Oxidases","2.351e-02","22","Cybb, Ncf1, Ncf2, Ncf4, Noxo1, Pin1, Prkcb, Prkcz, Rac2, S100a8, S100a9"
"Cytoprotection by HMOX1","2.392e-02","44","Blvrb, Cox14, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7c, Cox8a, H13, Hdac3, Helz2, Hmox1, Surf1, Tbl1xr1"
"trans-Golgi Network Vesicle Budding","2.414e-02","63","Acbd3, Ap1b1, Ap1g1, Ap4b1, Ap4m1, App, Arf1, Bloc1s4, Cltb, Cltc, Cpd, Ctsz, Gak, Hgs, Hspa8, M6pr, Napa, Pum1, Sh3gl2, Snx9, Tgoln1, Txndc5, Vamp2, Vamp8, Yipf6"
"Regulated Necrosis","2.460e-02","40","Bak1, Bax, Casp8, Cdc37, Cflar, Chmp2b, Chmp3, Chmp4b, Chmp4c, Flot2, Hmgb1, Hsp90aa1, Mlkl, Ogt, Pdcd6ip, Peli1, Ripk3, Sdcbp, Tnfrsf10b, Tradd, Ubc"
"Interferon Signaling","2.519e-02","50","Abce1, Eif4a1, Eif4a3, Eif4e, Eif4e2, Eif4g1, Eif4g3, Flnb, Ifngr1, Ifngr2, Irf3, Irf9, Isg15, Kpna1, Kpnb1, Plcg1, Ppm1b, Ptpn1, Ptpn11, Socs3, Sumo1, Ube2n, Usp18"
"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","2.561e-02","28","Casc3, Eif4a3, Eif4g1, Etf1, Gspt1, Magoh, Ncbp1, Pabpc1, Pnrc2, Ppp2ca, Ppp2r1a, Ppp2r2a, Rnps1, Smg1, Smg5, Smg8, Upf1, Upf2"
"Nonsense-Mediated Decay (NMD)","2.561e-02","28","Casc3, Eif4a3, Eif4g1, Etf1, Gspt1, Magoh, Ncbp1, Pabpc1, Pnrc2, Ppp2ca, Ppp2r1a, Ppp2r2a, Rnps1, Smg1, Smg5, Smg8, Upf1, Upf2"
"GPCR downstream signalling","2.625e-02","274","Adcy5, Adcy8, Arhgef10, Arhgef15, Arhgef25, Arhgef26, Arhgef37, Arhgef9, Arrb2, C3ar1, Camkk1, Ccl20, Ccl5, Ccr1, Cdk5, Chrm2, Chrm3, Cxcl1, Cxcl10, Cxcl2, Cxcr2, Daglb, Dgkh, Edn1, Ffar2, Fgd1, Fgd2, Galr3, Glp1r, Gna14, Gna15, Gnaq, Gnat1, Gnaz, Gng8, Gngt2, Gnrh1, Gper1, Gpr132, Gpr183, Gpr4, Gpr68, Gpsm3, Grk3, Grk5, Hcar2, Htr6, Itpr2, Kalrn, Kiss1r, Mgll, Npy4r, Oprd1, P2ry1, Pde1a, Pde1b, Pde1c, Pde2a, Pde4b, Pde4d, Penk, Pik3r3, Pik3r6, Plcb1, Plcb2, Prkce, Prkch, Ptafr, Ptger1, Pth2r, Rasgrf2, Rgs14, Rgs16, Rgs17, Rgs19, Rgs6, S1pr2, S1pr4, Sct, Taar1, Tas1r3, Vav1"
"Cargo concentration in the ER","2.672e-02","26","Areg, Col7a1, Ctsc, Ctsz, Lman1, Lman2, Mia3, Preb, Sec23a, Sec24b, Tmed2"
"Signaling by MET","2.699e-02","59","Arf6, Cbl, Col27a1, Col3a1, Col5a1, Fn1, Grb2, Hgfac, Hgs, Hras, Itga2, Itgb1, Kras, Lrig1, Pik3ca, Ptpn1, Ptprj, Rac1, Shc1, Spint1, Spint2, Tns4, Ubc"
"Lysosome Vesicle Biogenesis","2.803e-02","29","Ap1b1, Ap1g1, Ap4b1, Ap4m1, App, Arf1, Cltb, Cltc, Ctsz, Hgs, Hspa8, M6pr, Sh3gl2, Txndc5, Vamp2, Vamp8"
"p75 NTR receptor-mediated signalling","2.841e-02","70","Akap13, Aph1a, Arhgdia, Arhgef5, Arhgef7, Bex3, Gna13, Nfkb1, Ngf, Plekhg2, Prex1, Prkci, Psenen, Rac1, Rela, Rhoa, Rtn4, Sqstm1, Trio, Ubc, Ywhae"
"RHOV GTPase cycle","2.906e-02","31","Arhgef7, Cltc, Dlg5, Dst, Epha2, Git1, Iqgap1, Map3k11, Nck2, Pak2, Pard6b, Peak1, Sh3rf1, Sptbn1, Tpm4, Txnl1, Vangl1"
"Neddylation","2.929e-02","195","Ankrd9, Asb6, Cand1, Ccdc22, Commd1, Commd2, Commd4, Cops6, Cops7a, Cops8, Cul2, Cul5, Dcaf11, Dcaf13, Dcaf7, Elob, Fbxl12, Fbxl14, Fbxo9, Fem1b, Klhl21, Lmo7, Mul1, Nedd8, Nfe2l2, Nploc4, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Rbbp7, Socs3, Socs6, Spsb3, Tulp4, Ubc, Ubd, Ube2d1, Ube2d2a, Ube2f, Ube2m, Ufd1, Vcp, Wdtc1"
"Inactivation of APC/C via direct inhibition of the APC/C complex","3.064e-02","20","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Cdc20, Cdc26, Cdc27, Ube2c, Ube2d1, Ube2s"
"Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components","3.064e-02","20","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Cdc20, Cdc26, Cdc27, Ube2c, Ube2d1, Ube2s"
"Pyruvate metabolism and Citric Acid (TCA) cycle","3.067e-02","42","Dlat, Idh3a, Idh3b, Ldha, Mdh2, Me1, Ogdh, Pdk4, Sdhb, Sdhc, Sdhd, Vdac1"
"Toll Like Receptor 3 (TLR3) Cascade","3.132e-02","67","Creb1, Dusp6, Dusp7, Fos, Irak1, Irf3, Jun, Mapkapk2, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rela, Tab2, Ubc, Ube2n, Usp14, Usp18"
"Iron uptake and transport","3.133e-02","44","Atp6ap1, Atp6v0a2, Atp6v0b, Atp6v0c, Atp6v0d1, Atp6v0e, Atp6v1b2, Atp6v1e1, Cand1, Cybrd1, Hmox1, Nedd8, Slc11a2, Trf, Ubc"
"Disassembly of the destruction complex and recruitment of AXIN to the membrane","3.428e-02","23","Axin1, Cav1, Ctnnb1, Lrp5, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b"
"Cytochrome P450 - arranged by substrate type","3.954e-02","33","Arnt2, Cyp26b1, Cyp27a1, Cyp27b1, Cyp2r1, Cyp2u1, Cyp4f14, Cyp4f15, Cyp4f18, Ncoa1, Tbxas1"
"G alpha (i) signalling events","3.954e-02","127","Adcy5, Adcy8, C3ar1, Camkk1, Ccl20, Ccl5, Ccr1, Cdk5, Chrm2, Cxcl1, Cxcl10, Cxcl2, Cxcr2, Galr3, Gna14, Gna15, Gnaq, Gnat1, Gng8, Gngt2, Gper1, Gpr183, Gpsm3, Hcar2, Npy4r, Oprd1, Pde1a, Pde1b, Pde1c, Pde4b, Pde4c, Pde4d, Penk, Pf4, Plcb1, Plcb2, Rgs12, Rgs14, Rgs16, Rgs17, Rgs19, Rgs6, S1pr2, S1pr4, Tas1r3"
"O-linked glycosylation","4.168e-02","73","A4gnt, Adamts10, Adamts15, Adamts17, Adamts19, Adamts2, Adamts4, Adamts5, Adamtsl1, B3gnt5, B3gnt7, B3gnt8, B4galt5, Galnt14, Galnt18, Large1, Muc13, Muc20, Pomk, Spon1, St3gal2, St3gal3, Thsd1, Thsd7a"
"RIPK1-mediated regulated necrosis","4.286e-02","24","Cdc37, Cflar, Flot2, Hsp90aa1, Mlkl, Ogt, Pdcd6ip, Peli1, Ripk3, Sdcbp, Tnfrsf10b, Tradd, Ubc"
"Regulation of necroptotic cell death","4.286e-02","24","Cdc37, Cflar, Flot2, Hsp90aa1, Mlkl, Ogt, Pdcd6ip, Peli1, Ripk3, Sdcbp, Tnfrsf10b, Tradd, Ubc"
"Signalling to ERKs","4.313e-02","24","Frs2, Grb2, Hras, Kidins220, Kras, Map2k2, Mapkapk2, Ngf, Ralgds, Shc1, Ywhab"
"MyD88-independent TLR4 cascade ","4.340e-02","84","Creb1, Dusp6, Dusp7, Fos, Irf3, Jun, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rela, Ripk3, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2n, Usp14, Usp18"
"TRIF(TICAM1)-mediated TLR4 signaling ","4.340e-02","84","Creb1, Dusp6, Dusp7, Fos, Irf3, Jun, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rela, Ripk3, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2n, Usp14, Usp18"
"RHOD GTPase cycle","4.403e-02","45","Actn1, Capzb, Cav1, Golga2, Lbr, Lman1, Lmnb1, Pgrmc2, Plxna1, Rab7, Racgap1, Tor1aip1, Vangl1"
"EPHB-mediated forward signaling","4.546e-02","32","Actg1, Actr2, Arpc1a, Arpc1b, Arpc2, Arpc3, Efnb2, Ephb2, Ephb4, Hras, Rac1, Rhoa, Rock1, Rock2, Yes1"
"RHOF GTPase cycle","4.854e-02","35","Actg1, Actn1, Basp1, Capzb, Cav1, Lmnb1, Rab7, Rhof, Sowahc, Tor1aip1, Vangl1"
"Intrinsic Pathway for Apoptosis","4.857e-02","33","Bak1, Bax, Casp7, Sfn, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq"
"MyD88 cascade initiated on plasma membrane","4.977e-02","68","Dusp6, Dusp7, Fos, Jun, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rela, Tab2, Ubc, Ube2n, Usp14, Usp18"
"Toll Like Receptor 10 (TLR10) Cascade","4.977e-02","68","Dusp6, Dusp7, Fos, Jun, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rela, Tab2, Ubc, Ube2n, Usp14, Usp18"
"Toll Like Receptor 5 (TLR5) Cascade","4.977e-02","68","Dusp6, Dusp7, Fos, Jun, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rela, Tab2, Ubc, Ube2n, Usp14, Usp18"
