"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Transcriptional Regulation by TP53","3.770e-02","276","Akt1, Aurka, Bax, Bnip3l, Ccna1, Ccna2, Ccnt1, Cdk7, Cdk9, Cdkn1b, Chek1, Cnot6, Cnot9, Cox14, Cox4i1, Cox5a, Cox6a1, Cox6b1, Cox7b, Cox8a, Dyrk2, Ell, Eloa, Eloc, G6pdx, Gls, Gpi1, Gsr, Gtf2f1, Hdac2, Ing5, Kmt5a, Mbd3, Ndufa4, Nelfe, Pip4k2c, Polr2a, Polr2e, Polr2g, Polr2h, Polr2i, Polr2l, Ppp2ca, Ppp2cb, Ppp2r1b, Prdx1, Prdx2, Prdx5, Prelid3a, Prkaa1, Prkab1, Prkab2, Prr5, Rad1, Rad9a, Rbbp4, Rbbp7, Rmi1, Rmi2, Rraga, Rragc, Sco2, Sfn, Sgk1, Ssrp1, Steap3, Taf10, Taf11, Taf13, Taf4, Taf7, Tnks1bp1, Triap1, Trp53, Trp63, Txn1, Ubc, Usp7, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaz, Zfp420"
"Ub-specific processing proteases","3.788e-02","157","Adrb2, Adrm1, Ar, Arrb1, Axin1, Becn1, Ccna1, Ccna2, Cdc20, Fkbp8, Foxo4, Hif1a, Ifih1, Il33, Keap1, Map3k7, Mat2b, Mul1, Nfkbia, Otub1, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rce1, Rnf128, Siah2, Smad7, Stam2, Taf10, Tgfbr1, Tnks, Tnks2, Tomm20, Trp53, Ubc, Usp10, Usp12, Usp15, Usp18, Usp20, Usp24, Usp33, Usp37, Usp42, Usp47, Usp5, Usp7, Vdac1, Vdac2"
"Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding","4.131e-02","35","Cct2, Cct3, Cct6a, Cct7, Cct8, Gna11, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Tcp1"
"Nonhomologous End-Joining (NHEJ)","4.239e-02","32","Abraxas1, Brca1, Brcc3, Dclre1c, Herc2, Lig4, Mdc1, Mre11a, Nbn, Nhej1, Paxip1, Rif1, Rnf8, Trp53bp1, Uimc1, Xrcc4"
"Signaling by EGFR","4.330e-02","43","Aamp, Areg, Arhgef7, Btc, Cbl, Cdc42, Csk, Egfr, Epgn, Epn1, Ereg, Grb2, Hbegf, Hras, Kras, Pik3ca, Ptpn11, Ptpn12, Spry2, Src, Tgfa, Ubc"
"Sensory perception of sweet, bitter, and umami (glutamate) taste","4.495e-02","21","Gnb1, Tas2r126"
"Signaling by the B Cell Receptor (BCR)","4.495e-02","95","Calm1, Calm2, Calm3, Dapp1, Fkbp1a, Grb2, Hras, Kras, Nfkb1, Nfkbia, Nfkbib, Ppp3r1, Prkcb, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rela, Ubc"
"Detoxification of Reactive Oxygen Species","4.568e-02","32","Cyba, Gpx1, Gpx7, Gsr, Gstp1, Ncf4, Prdx1, Prdx2, Prdx5, Sod1, Sod2, Txn1"
"Class B/2 (Secretin family receptors)","4.598e-02","54","Adgre5, Adm, Gnas, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Ucn2, Vipr2"
"Developmental Biology","4.652e-02","401","Actg1, Actr2, Akt1, Ap2b1, Ap2m1, Ap2s1, Arhgef7, Arpc1a, Arpc1b, Arpc2, Arpc3, Boc, Cdc42, Cltc, Col5a1, Col5a2, Cxcl12, Cxcr4, Dag1, Dlg4, Dok4, Dok5, Dok6, Dsc2, Dsc3, Dsg2, Efna2, Efnb1, Efnb2, Efnb3, Egfr, Ephb4, Erbb2, Fgfr1, Frs2, Git1, Gpc1, Grb2, Gsk3b, Hras, Hsp90ab1, Irs2, Itga5, Itgb1, Jup, Kras, Krt10, Krt14, Krt15, Krt17, Krt18, Krt19, Krt27, Krt36, Krt5, Krt6a, Krt7, Krt78, Krt8, Krt80, Krt86, Lgi1, Lgi4, Limk1, Lypla2, Map2k1, Map2k2, Mapk7, Mef2a, Mef2c, Mef2d, Msn, Ncam1, Nrtn, Pak3, Perp, Pfn1, Pik3ca, Pik3r2, Pkp1, Plcg1, Plxna1, Plxnd1, Prkca, Psenen, Ptpn11, Rac1, Ret, Rhoa, Rhob, Rnd1, Robo1, Rock1, Rptn, Rras, Sdcbp, Sptbn2, Src, Tgm1, Tln1, Trio, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb1, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb4b, Tubb6, Tyrobp, Ubc, Usp33, Vasp"
"Hedgehog 'on' state","4.769e-02","77","Arrb1, Boc, Cdc73, Cul3, Evc2, Numb, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ptch1, Rbx1, Smo, Smurf1, Spopl, Ubc"
"Signaling by FGFR1","4.781e-02","44","Braf, Cbl, Fgf17, Fgf2, Fgfr1, Fgfrl1, Flrt3, Frs2, Grb2, Hras, Kras, Pik3ca, Plcg1, Ppp2ca, Ppp2cb, Ptpn11, Spred1, Spry2, Src, Ubc"
"Common Pathway of Fibrin Clot Formation","4.823e-02","21","F10, F13a1, F2, F5, Fgg, Proc, Procr, Pros1, Serpinc1"
