"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Apoptotic cleavage of cellular proteins","3.537e-02","36","Bcap31, Casp7, Ctnnb1, Dsg3, Dsp, Fnta, Gsn, Lmna, Lmnb1, Ocln, Pkp1, Plec, Prkcd, Ptk2, Sh3glb2, Stk26, Tjp1, Vim"
"GABA receptor activation","3.537e-02","54","Adcy3, Adcy4, Adcy8, Adcy9, Arhgef9, Gabbr1, Gabra3, Gabra6, Gabrb2, Gabrb3, Gabrg2, Gabrr1, Gabrr2, Gabrr3, Gnb5, Gng10, Gng11, Gng13, Gng2, Gng4, Gngt2, Kcnj10, Kcnj12, Kcnj2, Kcnj3, Kcnj5, Kcnj6, Kcnj9"
"Transcriptional regulation by small RNAs","3.551e-02","31","Aaas, Ndc1, Nup107, Nup155, Nup37, Nup50, Nup62, Nup85, Nup98, Pom121, Rae1, Tpr"
"Degradation of beta-catenin by the destruction complex","3.556e-02","72","Ctbp1, Ctnnb1, Cul1, Ppp2ca, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Tle3, Ubc"
"Regulation of RUNX3 expression and activity","3.572e-02","49","Ep300, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Ubc"
"Plasma lipoprotein clearance","3.638e-02","30","Ap2b1, Ap2m1, Ap2s1, Apob, Apoe, Cltc, Ldlr, Lipc, Mylip, Nceh1, Npc1, Npc2, Nr1h2, Ubc"
"APC/C:Cdc20 mediated degradation of Securin","3.649e-02","63","Anapc5, Psma4, Psma6, Psmb4, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Pttg1, Ubc"
"Antigen processing-Cross presentation","3.649e-02","86","Calr, Cd36, Cyba, H2-K1, H2-M2, H2-M9, Itgav, Mrc1, Pdia3, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Stx4a, Tapbp"
"Cross-presentation of soluble exogenous antigens (endosomes)","3.649e-02","48","Mrc1, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4"
"Mitotic G2-G2/M phases","3.649e-02","169","Actr1a, Ajuba, Alms1, Cdc25b, Cdk2, Cdk5rap2, Cdk7, Cdkn1a, Cep192, Cep250, Cep57, Cep78, Ckap5, Clasp1, Csnk1e, Cul1, Dctn3, Dync1h1, Fbxw11, Gtse1, Haus1, Haus3, Hsp90aa1, Hsp90ab1, Mnat1, Mzt2, Nde1, Pcnt, Phlda1, Pkmyt1, Ppp1cb, Ppp1r12a, Ppp2ca, Ppp2cb, Ppp2r2a, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc5, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd6, Psmd7, Psme2b, Psme3, Psme4, Rab8a, Tuba8, Tubb2a, Tubb2b, Tubb4b, Tubb6, Tubgcp3, Tubgcp5, Ubc, Xpo1"
"N-glycan antennae elongation in the medial/trans-Golgi","3.649e-02","23","B4galt4, B4galt5, Chst10, Chst8, Man2a2, Mgat2, Mgat4c, St8sia2, St8sia3, St8sia6"
"RMTs methylate histone arginines","3.649e-02","26","Arid1a, Carm1, Ccnd1, Cdk4, Coprs, Prmt3, Prmt5, Prmt7, Rbbp7, Smarca4, Smarcb1, Smarcc1, Smarcc2, Smarcd1, Smarcd2, Smarcd3, Wdr5, Wdr77"
"Signaling by Hedgehog","3.702e-02","131","Cdc73, Cul1, Cul3, Gas8, Grk2, Ift52, Ift57, Ift88, Kif3a, Numb, Os9, P4hb, Prkar1a, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd6, Psmd7, Psme3, Psme4, Sel1l, Smo, Spop, Spopl, Ttc21b, Tubb2a, Tubb2b, Tubb6, Ubc, Vcp, Wdr19"
"Transcriptional regulation by RUNX2","3.706e-02","57","Cul1, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Rbm14, Stub1, Ubc"
"Toll Like Receptor 4 (TLR4) Cascade","3.803e-02","103","App, Cul1, Dnm2, Dusp3, Dusp6, Dusp7, Ecsit, Fadd, Fbxw11, Fos, Ikbkb, Ikbke, Irak1, Irf3, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Peli1, Peli2, Ppp2ca, Ppp2cb, Ppp2r1a, Ptpn11, Rela, Ripk1, Ripk2, Tab2, Tab3, Ticam2, Tirap, Tnip2, Traf6, Ubc, Ube2d2a, Usp14"
"Apoptotic execution phase","3.830e-02","43","Bcap31, Casp7, Ctnnb1, Dffb, Dnm1l, Dsg3, Dsp, Fnta, Gsn, H1f0, Lmna, Lmnb1, Ocln, Pkp1, Plec, Prkcd, Ptk2, Sh3glb2, Stk26, Tjp1, Vim"
"mRNA Splicing - Minor Pathway","3.848e-02","45","Gtf2f1, Gtf2f2, Ncbp1, Ncbp2, Polr2b, Polr2e, Polr2f, Prpf8, Sf3b3, Snrnp25, Snrnp35, Snrpe, Snrpf, Srsf2, Srsf7, Ybx1, Zmat5"
"Keratan sulfate biosynthesis","3.889e-02","27","Acan, B3gnt4, B3gnt7, B4galt4, B4galt5, B4galt6, B4gat1, Chst1, Chst2, Kera, Omd, St3gal1, St3gal3, St3gal6"
"RNA Polymerase I Transcription","3.941e-02","42","Cavin1, Cdk7, Chd3, Chd4, Ehmt2, Ercc2, Ercc6, Gatad2a, Gtf2h3, Gtf2h4, Gtf2h5, Mbd3, Mnat1, Mta2, Polr2e, Polr2f, Rbbp7, Rrn3, Taf1d, Tbp, Ttf1"
"Inwardly rectifying K+ channels","3.973e-02","32","Abcc8, Abcc9, Gabbr1, Gng10, Gng11, Gng13, Gng2, Gng4, Kcnj10, Kcnj14, Kcnj2, Kcnj3, Kcnj5, Kcnj9"
"TCF dependent signaling in response to WNT","3.973e-02","145","Akt2, Ash2l, Axin2, Bcl9l, Cav1, Cdc73, Csnk1e, Csnk2a2, Csnk2b, Ctbp1, Ctnnb1, Cul3, Dkk4, Dvl1, Ep300, Fzd6, Fzd8, Kremen1, Leo1, Lrp6, Pip5k1b, Ppp2ca, Ppp2cb, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc5, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd6, Psmd7, Psme2b, Psme3, Psme4, Pygo2, Rbbp5, Rspo1, Smarca4, Sox4, Sox6, Tle2, Tle3, Tle4, Ubc, Usp34, Xpo1"
"RND3 GTPase cycle","4.042e-02","39","Dsp, Epha2, Ktn1, Pik3r1, Pik3r2, Ptpn13, Rbm39, Rnd3, Scrib, Tmod3"
"Transferrin endocytosis and recycling","4.052e-02","31","Atp6v0a1, Atp6v0b, Atp6v0c, Atp6v1a, Atp6v1b2, Atp6v1d, Atp6v1f, Atp6v1h, Tcirg1, Trf"
"Signaling by TGF-beta Receptor Complex","4.061e-02","66","Ccnc, Ccnt1, Cdk8, E2f4, F11r, Itgav, Itgb6, Ltbp4, Mapk1, Nedd8, Pard3, Rhoa, Rnf111, Snw1, Stub1, Tgfbr2, Ubc, Ube2m"
"Translation","4.111e-02","60","Aurkaip1, Dap3, Eef1a1, Eef1b2, Eef1d, Eef1g, Eif2b2, Eif2b5, Eif3a, Eif3b, Eif3e, Eif3i, Eif3l, Eif4a1, Eif4a2, Eif4b, Eif4g1, Eif5, Eral1, Gadd45gip1, Gfm2, Mtrf1l, N6amt1, Srp68, Srp72, Srp9"
"Asymmetric localization of PCP proteins","4.116e-02","58","Fzd8, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc"
"Degradation of DVL","4.198e-02","53","Dvl1, Psma4, Psma6, Psmb4, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc"
"G2/M Checkpoints","4.199e-02","123","Abraxas1, Babam1, Blm, Herc2, Mcm2, Mcm5, Orc3, Orc4, Pias4, Pkmyt1, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Rad1, Rnf8, Sfn, Ubc, Wrn, Ywhab"
"Rab regulation of trafficking","4.357e-02","109","Akt2, Akt3, Als2, Als2cl, Ankrd27, Arf6, Dennd5b, Gabarap, Gapvd1, Gdi1, Gdi2, Map1lc3b, Mon1a, Mon1b, Rab11a, Rab11b, Rab12, Rab18, Rab1b, Rab21, Rab27b, Rab32, Rab3gap1, Rab3gap2, Rab3il1, Rab5a, Rab6a, Rab8a, Rab8b, Rab9, Rin1, Sbf2, Tbc1d10a, Tbc1d25, Trappc1, Trappc2, Trappc2l, Trappc3, Trappc5, Trappc6a, Trappc8, Trappc9, Ulk1"
"VEGFR2 mediated vascular permeability","4.393e-02","27","Akt3, Calm3, Cdh5, Ctnnb1, Ctnnd1, Hsp90aa1, Jup, Pak2, Pdpk1"
"Olfactory Signaling Pathway","4.405e-02","77","Gng13, Olfr1, Olfr1042, Olfr125, Olfr137, Olfr166, Olfr173, Olfr20, Olfr273, Olfr308, Olfr322, Olfr325, Olfr328, Olfr331, Olfr354, Olfr371, Olfr376, Olfr381, Olfr382, Olfr384, Olfr412, Olfr414, Olfr453, Olfr462, Olfr47, Olfr508, Olfr520, Olfr557, Olfr558, Olfr632, Olfr749, Olfr923, Olfr979, Olfr980"
"Autodegradation of Cdh1 by Cdh1:APC/C","4.666e-02","59","Anapc5, Fzr1, Psma4, Psma6, Psmb4, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Ubc"
"RAB geranylgeranylation","4.673e-02","57","Rab11a, Rab11b, Rab12, Rab18, Rab1b, Rab21, Rab22a, Rab24, Rab25, Rab27b, Rab32, Rab3c, Rab3d, Rab40c, Rab43, Rab44, Rab4b, Rab5a, Rab6a, Rab8a, Rab8b, Rab9, Rabggta, Rabggtb"
"RNA Polymerase I Transcription Initiation","4.797e-02","40","Cdk7, Chd3, Chd4, Ehmt2, Ercc2, Ercc6, Gatad2a, Gtf2h3, Gtf2h4, Gtf2h5, Mbd3, Mnat1, Mta2, Polr2e, Polr2f, Rbbp7, Rrn3, Taf1d, Tbp, Ttf1"
"Platelet degranulation ","4.810e-02","115","A1bg, Actg1, Actn4, Aldoa, Anxa5, Aplp2, Apool, App, Brpf3, Calm3, Cd109, Cd36, Cd63, Cd9, Cfd, Clu, Cyb5r1, Egf, Endod1, F13a1, Flna, Gas6, Gtpbp2, Igf1, Igf2, Itih4, Lamp2, Lhfpl2, Nhlrc2, Ola1, Plek, Ppbp, Pros1, Psap, Rab27b, Sccpdh, Scg3, Serpina1c, Serpinf2, Serping1, Sod1, Srgn, Stxbp2, Tagln2, Tex264, Timp3, Tmsb4x, Tor4a, Trf, Vcl, Vegfb, Wdr1"
"Response to elevated platelet cytosolic Ca2+","4.840e-02","119","A1bg, Actg1, Actn4, Aldoa, Anxa5, Aplp2, Apool, App, Brpf3, Calm3, Cd109, Cd36, Cd63, Cd9, Cfd, Clu, Cyb5r1, Egf, Endod1, F13a1, Flna, Gas6, Gtpbp2, Igf1, Igf2, Itih4, Lamp2, Lhfpl2, Nhlrc2, Ola1, Plek, Ppbp, Pros1, Psap, Rab27b, Sccpdh, Scg3, Serpina1c, Serpinf2, Serping1, Sod1, Srgn, Stx4a, Stxbp2, Tagln2, Tex264, Timp3, Tmsb4x, Tor4a, Trf, Vcl, Vegfb, Wdr1"
"Iron uptake and transport","4.959e-02","52","Atp6ap1, Atp6v0a1, Atp6v0b, Atp6v0c, Atp6v1a, Atp6v1b2, Atp6v1d, Atp6v1f, Atp6v1h, Cand1, Cul1, Cybrd1, Fth1, Ireb2, Nedd8, Tcirg1, Trf, Ubc"
"RNA Polymerase I Promoter Clearance","4.959e-02","41","Cdk7, Chd3, Chd4, Ehmt2, Ercc2, Ercc6, Gatad2a, Gtf2h3, Gtf2h4, Gtf2h5, Mbd3, Mnat1, Mta2, Polr2e, Polr2f, Rbbp7, Rrn3, Taf1d, Tbp, Ttf1"
"Formation of RNA Pol II elongation complex ","4.976e-02","54","Ccnt1, Cdc73, Cdk7, Cdk9, Ell, Elob, Ercc2, Gtf2f1, Gtf2f2, Gtf2h3, Gtf2h4, Gtf2h5, Leo1, Mnat1, Ncbp1, Ncbp2, Nelfa, Nelfb, Polr2a, Polr2b, Polr2e, Polr2f, Ssrp1, Supt16, Supt5, Supt6, Tcea1, Wdr61"
"Glycolysis","4.976e-02","56","Aaas, Adpgk, Aldoa, Eno3, Gpi1, Hk2, Ndc1, Nup107, Nup155, Nup37, Nup50, Nup62, Nup85, Nup98, Pfkfb4, Pom121, Rae1, Tpr"
"RNA Polymerase II Transcription Elongation","4.976e-02","54","Ccnt1, Cdc73, Cdk7, Cdk9, Ell, Elob, Ercc2, Gtf2f1, Gtf2f2, Gtf2h3, Gtf2h4, Gtf2h5, Leo1, Mnat1, Ncbp1, Ncbp2, Nelfa, Nelfb, Polr2a, Polr2b, Polr2e, Polr2f, Ssrp1, Supt16, Supt5, Supt6, Tcea1, Wdr61"
"ROS and RNS production in phagocytes","4.976e-02","35","Atp6v0a1, Atp6v0b, Atp6v0c, Atp6v1a, Atp6v1b2, Atp6v1d, Atp6v1f, Atp6v1h, Cyba, Tcirg1"
"Amino acids regulate mTORC1","4.976e-02","51","Atp6v0b, Atp6v0c, Atp6v1a, Atp6v1b2, Atp6v1d, Atp6v1f, Atp6v1h, Castor2, Fnip1, Mios, Sesn1, Szt2, Tcirg1"
"Cellular response to starvation","4.976e-02","51","Atp6v0b, Atp6v0c, Atp6v1a, Atp6v1b2, Atp6v1d, Atp6v1f, Atp6v1h, Castor2, Fnip1, Mios, Sesn1, Szt2, Tcirg1"
