"Reactome Pathway Term","Adjusted P-Value (limma)","Size (limma)","Leading Edge (limma)","Adjusted P-Value (DESeq2)","Size (DESeq2)","Leading Edge (DESeq2)"
"Programmed Cell Death","1.387e-04","109","Acin1, Apaf1, Bak1, Bax, Bcap31, Casp7, Cdc37, Cflar, Chmp2b, Chmp3, Chmp4b, Ctnnb1, Dsg2, Dsp, Dynll2, Flot2, Fnta, Gsn, H1f0, Hsp90aa1, Kpnb1, Lmna, Lmnb1, Mlkl, Pdcd6ip, Peli1, Pkp1, Plec, Ripk3, Rock1, Sdcbp, Sfn, Sh3glb2, Ubc, Vim, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz","1.495e-05","113","Bak1, Bax, Casp7, Chmp4b, Ctnnb1, Dsg2, Dsp, Flot2, Fnta, Gsn, H1f0, Lmna, Lmnb1, Mlkl, Pdcd6ip, Pkp1, Plec, Ripk3, Rock1, Sdcbp, Sfn, Tradd, Ubc, Vim, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz"
"Signaling by Nuclear Receptors","4.434e-05","140","Adh1, Aldh1a1, Aldh1a3, Areg, Btc, Calm1, Calm2, Calm3, Cav1, Cav2, Cdk9, Cdkn1b, Creb1, Dlat, Egfr, Ereg, Fabp5, Fkbp4, Foxa1, Foxo3, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Gng12, Gtf2a1, Gtf2f1, Gtf2f2, H3f3a, H3f3b, Hbegf, Hdac3, Hras, Hsp90aa1, Hsp90ab1, Kat5, Kras, Pdk4, Pdpk1, Pik3ca, Polr2e, Polr2f, Polr2h, Polr2i, Prmt1, Ptges3, Rdh10, Rxrb, Shc1, Sphk1, Tbl1x, Tbl1xr1, Xpo1, Zdhhc7","5.061e-05","146","Adh1, Akt3, Aldh1a1, Aldh1a3, Areg, Btc, Calm1, Calm2, Calm3, Cav1, Cav2, Cdk9, Cdkn1b, Dlat, Egfr, Ereg, Fabp5, Fkbp4, Foxa1, Foxo3, Gata3, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Gtf2a1, Gtf2f1, H3f3a, H3f3b, Hbegf, Hdac3, Hras, Hsp90ab1, Kras, Mapk3, Mmp2, Pdk2, Pdk4, Pdpk1, Pik3ca, Polr2e, Polr2h, Polr2i, Prmt1, Ptges3, Rarg, Rdh10, Rdh11, Shc1, Sphk1, Tbl1xr1, Tgfa, Tle3, Xpo1, Zdhhc7"
"Stabilization of p53","1.540e-04","50","Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc","1.495e-05","50","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"Mitotic G2-G2/M phases","8.982e-05","163","Ccna2, Cdk2, Cdk7, Cdkn1a, Cep192, Csnk1d, Dctn3, Hmmr, Hsp90aa1, Hsp90ab1, Mapre1, Nek2, Pafah1b1, Pcnt, Phlda1, Plk1, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r2a, Prkaca, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rab8a, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb5, Tubb6, Ubc, Xpo1, Ywhae, Ywhag","3.656e-05","165","Ccna2, Cdk7, Cep192, Ckap5, Csnk1d, Dctn3, Haus8, Hmmr, Hsp90ab1, Mapre1, Nek2, Pafah1b1, Pcnt, Phlda1, Plk1, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r2a, Prkaca, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rab8a, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb5, Tubb6, Ubc, Wee1, Xpo1, Ywhae, Ywhag"
"C-type lectin receptors (CLRs)","1.598e-04","98","Calm1, Calm2, Calm3, Cdc34, Hras, Nfkb1, Nfkb2, Pak2, Pdpk1, Prkaca, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rela, Relb, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2m, Ube2n","1.495e-05","98","Calm1, Calm2, Calm3, Cdc34, Hras, Kras, Nfkb1, Nfkb2, Pak2, Pdpk1, Prkaca, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rela, Relb, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2m, Ube2n"
"Signaling by WNT","4.665e-04","194","Ap2a1, Ap2m1, Ap2s1, Axin1, Bcl9l, Calm1, Calm2, Calm3, Cav1, Cltb, Cltc, Ctnnb1, Daam1, Fzd7, Gnb1, Gnb2, Kremen1, Lrp5, Men1, Pfn1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Pygo2, Rac1, Rac3, Rhoa, Smarca4, Smurf1, Sox4, Tmed5, Tnks, Ubc, Wnt10a, Xpo1","1.119e-05","202","Ap2m1, Ap2s1, Axin1, Bcl9l, Calm1, Calm2, Calm3, Cav1, Cltb, Cltc, Ctnnb1, Daam1, Frat2, Fzd1, Fzd4, Fzd7, Gnb1, Gnb2, Gng10, Kras, Kremen1, Lrp5, Men1, Pfn1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Pygo2, Rac1, Rac3, Rhoa, Smarca4, Smurf1, Sox2, Sox4, Tmed5, Tnks, Ubc, Vps26a, Wnt10a, Xpo1, Ywhaz"
"Nuclear Envelope (NE) Reassembly","1.528e-04","58","Chmp2b, Chmp4b, Kpnb1, Lbr, Lmna, Lmnb1, Nup107, Nup93, Pom121, Ppp2ca, Ppp2r1a, Ppp2r2a, Rangap1, Rcc1, Sumo1, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Vrk1","2.341e-05","59","Chmp2b, Chmp3, Chmp4b, Kpnb1, Lmna, Lmnb1, Ndc1, Nup107, Nup93, Pom121, Ppp2ca, Ppp2r1a, Ppp2r2a, Rangap1, Rcc1, Sirt2, Sumo1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Vrk1"
"Cyclin E associated events during G1/S transition ","2.494e-04","65","Ccna2, Cdk2, Cdk4, Cdk7, Cdkn1a, Cdkn1b, Cks1b, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ubc, Wee1","1.495e-05","65","Akt1, Akt3, Ccna2, Cdk2, Cdk7, Cdkn1b, Cks1b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Wee1"
"Deubiquitination","1.004e-04","212","Actg1, Adrm1, Atxn3, Axin1, Becn1, Ccna2, Cdc20, Cftr, Fkbp8, Foxk1, Foxo4, Hgs, Il33, Ino80c, Ino80d, Josd1, Mat2b, Mul1, Nedd8, Ogt, Otub1, Otud7b, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Rad23a, Rad23b, Rce1, Rhoa, Siah2, Smad3, Taf10, Tfpt, Tnip1, Tnks, Tomm20, Ubc, Ube2d1, Ufd1, Usp10, Usp14, Usp15, Usp16, Usp18, Usp22, Usp24, Usp25, Usp3, Usp33, Usp47, Usp48, Usp5, Usp7, Vcp, Vdac1, Vdac2, Yy1","4.306e-05","213","Actg1, Adrb2, Adrm1, Atxn3, Axin1, Ccna2, Cdc20, Fkbp8, Foxo4, Gata3, Hgs, Hif1a, Ifih1, Il33, Ino80c, Ino80d, Nedd8, Otud7b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rad23a, Rad23b, Rce1, Rhoa, Siah2, Smad3, Smad7, Taf10, Tnip1, Tnks, Tomm20, Ubc, Ube2d1, Usp14, Usp18, Usp24, Usp25, Vcp, Vdac1, Vdac2, Yy1"
"Keratinization","2.324e-03","38","Dsc2, Dsg2, Dsp, Evpl, Jup, Kazn, Krt14, Krt15, Krt18, Krt19, Krt20, Krt5, Krt7, Krt8, Krt80, Perp, Pkp1, Pkp3, Pkp4, Ppl, Tgm1","3.314e-06","44","Dsc2, Dsg2, Dsp, Evpl, Jup, Kazn, Krt14, Krt15, Krt18, Krt19, Krt20, Krt5, Krt7, Krt8, Krt80, Perp, Pkp1, Pkp3, Rptn, Tgm1"
"PTEN Regulation","2.687e-05","99","Bmi1, Cbx4, Chd3, Chd4, Csnk2b, Gatad2a, Hdac2, Lamtor2, Lamtor3, Lamtor5, Mbd3, Mtor, Phc2, Phc3, Pml, Psma1, Psma3, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Psme4, Rbbp4, Rbbp7, Rheb, Rragc, Tnks, Tnks2, Ubc, Usp7","2.988e-04","101","Akt1, Akt3, Bmi1, Cbx4, Chd4, Csnk2b, Gatad2a, Hdac2, Lamtor2, Lamtor3, Mbd3, Mtor, Phc2, Pml, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme1, Psme2b, Psme3, Rbbp4, Rbbp7, Rheb, Rragc, Tnks, Ubc, Usp7"
"RAF/MAP kinase cascade","3.099e-04","211","Abhd17a, Actg1, Areg, Arl2, Btc, Calm1, Calm2, Calm3, Csk, Dlg1, Dusp10, Dusp5, Dusp6, Dusp7, Dusp9, Egfr, Ereg, Fn1, Fnta, Frs2, Golga7, Grb2, Hbegf, Hras, Irs2, Lamtor3, Map2k2, Map3k11, Pebp1, Pik3ca, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ralgds, Rasgrf1, Rce1, Shc1, Tln1, Ubc, Vcl, Ywhab","2.338e-05","226","Abhd17a, Actg1, Areg, Arl2, Btc, Calm1, Calm2, Calm3, Csk, Dusp10, Dusp5, Dusp6, Dusp7, Dusp9, Egfr, Ereg, Fnta, Golga7, Grb2, Hbegf, Hras, Irs2, Kras, Lamtor2, Lamtor3, Map2k2, Map3k11, Pik3ca, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp2r5b, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ralgds, Rap1a, Rasgrf1, Rce1, Sptbn2, Tln1, Ubc, Vcl, Ywhab"
"p53-Dependent G1 DNA Damage Response","5.284e-04","58","Ccna2, Cdk2, Cdkn1a, Cdkn1b, Cop1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Psme4, Trp53, Ubc","1.285e-05","58","Ccna2, Cdkn1b, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"p53-Dependent G1/S DNA damage checkpoint","5.284e-04","58","Ccna2, Cdk2, Cdkn1a, Cdkn1b, Cop1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Psme4, Trp53, Ubc","1.285e-05","58","Ccna2, Cdkn1b, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"Asymmetric localization of PCP proteins","8.245e-04","56","Fzd7, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Smurf1, Ubc","1.020e-05","56","Fzd1, Fzd4, Fzd7, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Smurf1, Ubc"
"TP53 Regulates Metabolic Genes","1.004e-04","63","Cox14, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7c, Cox8a, Gls, Gpx2, Gsr, Lamtor3, Prdx1, Prdx2, Prdx5, Prkaa1, Sfn, Surf1, Txn1, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq","8.240e-05","66","Akt1, Akt3, Cox14, Cox4i1, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7b, Cox7c, Cox8a, Ddit4, G6pdx, Gls, Gpi1, Gpx2, Gsr, Lamtor2, Lamtor3, Mtor, Prdx1, Prdx2, Prdx5, Prkaa1, Rheb, Rragc, Sfn, Surf1, Txn1, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz"
"MAPK1/MAPK3 signaling","1.990e-04","216","Abhd17a, Actg1, Areg, Arl2, Btc, Calm1, Calm2, Calm3, Csk, Dusp10, Dusp5, Dusp6, Dusp7, Dusp9, Egfr, Ereg, Fn1, Fnta, Golga7, Grb2, Hbegf, Hras, Irs2, Lamtor3, Map2k2, Map3k11, Pebp1, Pik3ca, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmc2, Psmc3, Psmc4, Psmc5, Psmd13, Psmd3, Psmd6, Psme3, Ralgds, Rasgrf1, Rce1, Shc1, Tln1, Ubc, Vcl, Ywhab","4.733e-05","231","Abhd17a, Actg1, Areg, Arl2, Btc, Calm1, Calm2, Calm3, Csk, Dusp10, Dusp5, Dusp6, Dusp7, Dusp9, Egfr, Ereg, Fn1, Fnta, Frs2, Golga7, Grb2, Hbegf, Hras, Icmt, Iqgap1, Irs2, Kras, Lamtor2, Lamtor3, Map2k1, Map2k2, Map3k11, Pdgfra, Pebp1, Pik3ca, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ptpn11, Ralgds, Rap1a, Rasgrf1, Rce1, Shc1, Shoc2, Sptbn2, Tgfa, Tln1, Ubc, Vcl, Ywhab"
"Antigen processing-Cross presentation","5.840e-03","72","B2m, Calr, Cyba, H2-K1, H2-Q6, Pdia3, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Tap1, Tap2, Tapbp","1.965e-06","75","B2m, Calr, Cyba, H2-K1, H2-Q6, H2-Q7, H2-T23, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Tap1, Tap2, Tapbp, Vamp8"
"Signaling by EGFR","7.713e-05","41","Aamp, Areg, Arhgef7, Btc, Cbl, Csk, Egfr, Epn1, Ereg, Grb2, Hbegf, Hgs, Hras, Kras, Lrig1, Pik3ca, Plcg1, Ptpn11, Ptpn12, Sh3gl2, Shc1, Spry1, Spry2, Src, Tgfa, Ubc","2.380e-04","42","Aamp, Areg, Arhgef7, Btc, Cbl, Csk, Egfr, Epn1, Ereg, Grb2, Hbegf, Hgs, Hras, Kras, Pag1, Pik3ca, Ptpn11, Ptpn12, Shc1, Sos1, Spry2, Src, Tgfa, Ubc"
"Transcriptional regulation by RUNX2","1.004e-04","57","Cdk4, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Runx2, Ubc","1.827e-04","57","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"Complex I biogenesis","5.284e-04","48","Ndufa10, Ndufa12, Ndufa13, Ndufa2, Ndufa3, Ndufa6, Ndufa8, Ndufab1, Ndufaf2, Ndufaf3, Ndufb10, Ndufb2, Ndufb5, Ndufb6, Ndufb7, Ndufb8, Ndufc1, Ndufc2, Ndufs1, Ndufs2, Ndufs3, Ndufs6, Ndufs7, Ndufs8, Ndufv1, Ndufv2, Ndufv3","3.866e-05","48","Ndufa1, Ndufa10, Ndufa12, Ndufa13, Ndufa2, Ndufa3, Ndufa6, Ndufa8, Ndufab1, Ndufaf1, Ndufaf3, Ndufaf5, Ndufb10, Ndufb2, Ndufb5, Ndufb6, Ndufb7, Ndufb8, Ndufb9, Ndufc1, Ndufc2, Ndufs1, Ndufs2, Ndufs3, Ndufs5, Ndufs6, Ndufs8, Ndufv1, Ndufv2, Ndufv3, Timmdc1"
"PIP3 activates AKT signaling","9.264e-05","192","Akt1s1, Areg, Btc, Cbx4, Cdkn1a, Cdkn1b, Chd4, Creb1, Csnk2b, Egfr, Ereg, Foxo3, Foxo4, Frs2, Gatad2a, Grb2, Hbegf, Ier3, Il33, Irak1, Irs2, Lamtor2, Lamtor3, Mtor, Nr4a1, Nrg1, Pdpk1, Phc2, Phc3, Pik3ca, Pik3cb, Pip4k2c, Pip5k1a, Pip5k1c, Pml, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rac1, Rbbp4, Rbbp7, Rhog, Tnks, Trib3, Ubc, Usp7","2.383e-04","203","Akt1, Akt1s1, Akt3, Areg, Bmi1, Btc, Cbx4, Cdkn1a, Cdkn1b, Chd4, Creb1, Csnk2b, Egfr, Erbb3, Ereg, Esr1, Fgfr1, Flt3l, Foxo3, Foxo4, Frs2, Gab1, Gatad2a, Grb2, Hbegf, Hdac2, Ier3, Il33, Irak1, Irs1, Irs2, Lamtor2, Lamtor3, Mapk3, Mbd3, Mtor, Nr4a1, Nrg1, Pdgfra, Pdpk1, Phc2, Phc3, Phlpp2, Pik3ca, Pik3cb, Pip4k2b, Pip4k2c, Pip5k1a, Pip5k1b, Pml, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ptpn11, Rac1, Rbbp4, Rbbp7, Rheb, Rhog, Rragc, Src, Tgfa, Tnks, Tnks2, Trib3, Ubc, Usp7"
"G1/S DNA Damage Checkpoints","6.347e-04","60","Ccna2, Cdk2, Cdkn1a, Cdkn1b, Cop1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Psme4, Trp53, Ubc","4.171e-05","60","Ccna2, Cdkn1b, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"Clathrin-mediated endocytosis","1.598e-04","112","Aak1, Actg1, Actr2, Ap2a1, Ap2m1, Ap2s1, Apob, Areg, Arf6, Arpc1a, Arpc2, Arpc3, Btc, Cbl, Cftr, Cltb, Cltc, Cops6, Cops8, Egfr, Epn1, Ereg, Gak, Grb2, Grk2, Hbegf, Hgs, Hspa8, Ldlr, M6pr, Necap2, Nedd8, Pacsin3, Pip5k1c, Rab5a, Rab5b, Scarb2, Tgoln1, Trf, Trip10, Ubc, Ubqln1, Ubqln2, Vamp8","1.793e-04","119","Aak1, Actg1, Actr2, Adrb2, Ap2m1, Ap2s1, Apob, Areg, Arf6, Arpc1a, Arpc2, Arpc3, Btc, Cbl, Cltb, Cltc, Cops2, Cops6, Cops7a, Cops8, Egfr, Epn1, Ereg, Fcho1, Fzd4, Gak, Grb2, Grk2, Hbegf, Hgs, Hspa8, Ldlr, M6pr, Necap2, Nedd8, Pacsin3, Rab5a, Rab5b, Rab5c, Scarb2, Tgfa, Tgoln1, Trf, Ubc, Ubqln1, Ubqln2, Vamp8"
"Hedgehog 'off' state","2.023e-03","89","Prkaca, Prkar1a, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmc2, Psmc3, Psmc4, Psmc5, Psmd13, Psmd3, Psmd6, Psme3, Ptch1, Tuba1a, Tuba1c, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc","1.495e-05","91","Prkaca, Prkar1a, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ptch1, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc"
"Translation","5.570e-05","60","Aurkaip1, Eef1a1, Eef1b2, Eef1d, Eef1g, Eef2, Eif2b4, Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Eif5, Etf1, Gadd45gip1, Gfm2, Gspt1, Oxa1l, Pabpc1, Ppa1, Srp14, Srp9, Trmt112","7.155e-04","60","Aurkaip1, Eef1a1, Eef1b2, Eef1d, Eef1g, Eef2, Eif1ax, Eif2b4, Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif3m, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Eif4h, Eif5, Etf1, Gadd45gip1, Gfm2, Gspt1, Oxa1l, Pabpc1, Ppa1, Ppa2, Srp14, Srp68, Srp9, Trmt112"
"TCR signaling","3.777e-04","84","Cdc34, Csk, Nfkb1, Pak2, Pdpk1, Pik3ca, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ptprj, Rela, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2n","9.652e-05","89","Cdc34, Csk, Nfkb1, Pak2, Pdpk1, Pik3ca, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ptprj, Rela, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2n"
